x1km_square,species,present
NN8664,Cardamine hirsuta,FALSE
NN8664,Cardamine pratensis,FALSE
NN8664,Carduus nutans,FALSE
NN8664,Carum verticillatum,FALSE
NN8664,Centaurea cyanus,FALSE
NN8664,Centaurea nigra,FALSE
NN8664,Centaurea scabiosa,FALSE
NN8664,Centaurium erythraea,FALSE
NN8664,Cerastium arvense,FALSE
NN8664,Cerastium fontanum,FALSE
NN8664,Cerastium glomeratum,FALSE
NN8664,Ceratocapnos claviculata,FALSE
NN8664,Chaerophyllum temulum,FALSE
NN8664,Chamaemelum nobile,FALSE
NN8664,Chamerion angustifolium,FALSE
NN8664,Chenopodium album,FALSE
NN8664,Chenopodium ficifolium,FALSE
NN8664,Chenopodium quinoa,FALSE
NN8664,Cichorium intybus,FALSE
NN8664,Circaea lutetiana,FALSE
NN8664,Cirsium arvense,FALSE
NN8664,Cirsium eriophorum,FALSE
NN8664,Cirsium palustre,FALSE
NN8664,Cirsium vulgare,FALSE
NN8664,Clematis vitalba,FALSE
NN8664,Clinopodium vulgare,FALSE
NN8664,Conium maculatum,FALSE
NN8664,Conopodium majus,FALSE
NN8664,Convolvulus arvensis,FALSE
NN8664,Conyza canadensis,FALSE
NN8664,Cotoneaster salicifolius,FALSE
NN8664,Crataegus monogyna,FALSE
NN8664,Crepis capillaris,FALSE
NN8664,Crepis vesicaria,FALSE
NN8664,Cruciata laevipes,FALSE
NN8664,Cytisus scoparius,FALSE
NN8664,Dactylorhiza fuchsii,FALSE
NN8664,Dactylorhiza maculata,FALSE
NN8664,Daucus carota,FALSE
NN8664,Digitalis ferruginea,FALSE
NN8664,Digitalis grandiflora,FALSE
NN8664,Digitalis purpurea,FALSE
NN8664,Dioscorea communis,FALSE
NN8664,Doronicum plantagineum,FALSE
NN8664,Drosera anglica,FALSE
NN8664,Drosera rotundifolia,FALSE
NN8664,Dryas octopetala,FALSE
NN8664,Epilobium hirsutum,FALSE
NN8664,Epilobium montanum,FALSE
NN8664,Epilobium obscurum,FALSE
NN8664,Epilobium palustre,FALSE
NN8664,Epilobium parviflorum,FALSE
NN8664,Epilobium roseum,FALSE
NN8664,Epilobium tetragonum,FALSE
NN8664,Erica cinerea,FALSE
NN8664,Erica tetralix,FALSE
NN8664,Eriophorum vaginatum,FALSE
NN8664,Eupatorium cannabinum,FALSE
NN8664,Euphorbia exigua,FALSE
NN8664,Euphorbia helioscopia,FALSE
NN8664,Euphrasia officinalis,FALSE
NN8664,Fagopyrum esculentum,FALSE
NN8664,Fallopia convolvulus,FALSE
NN8664,Filipendula ulmaria,FALSE
NN8664,Fumaria officinalis,FALSE
NN8664,Galeopsis speciosa,FALSE
NN8664,Galeopsis tetrahit,FALSE
NN8664,Galium aparine,FALSE
NN8664,Galium mollugo,FALSE
NN8664,Galium odoratum,FALSE
NN8664,Galium palustre,FALSE
NN8664,Galium saxatile,TRUE
NN8664,Galium verum,TRUE
NN8664,Genista anglica,FALSE
NN8664,Geranium dissectum,FALSE
NN8664,Geranium molle,FALSE
NN8664,Geranium nodosum,FALSE
NN8664,Geranium pratense,FALSE
NN8664,Geranium pyrenaicum,FALSE
NN8664,Geranium robertianum,FALSE
NN8664,Geum urbanum,FALSE
NN8664,Glechoma hederacea,FALSE
NN8664,Hedera helix,FALSE
NN8664,Helianthus annuus,FALSE
NN8664,Heracleum mantegazzianum,FALSE
NN8664,Heracleum sphondylium,FALSE
NN8664,Hippocrepis comosa,FALSE
NN8664,Hordeum vulgare,FALSE
NN8664,Hyacinthoides non,FALSE
NN8664,Hypericum forrestii,FALSE
NN8664,Hypericum perforatum,FALSE
NN8664,Hypericum pulchrum,FALSE
NN8664,Hypericum tetrapterum,FALSE
NN8664,Hypochaeris radicata,FALSE
NN8664,Ilex aquifolium,FALSE
NN8664,Impatiens glandulifera,FALSE
NN8664,Impatiens parviflora,FALSE
NN8664,Iris pseudacorus,FALSE
NN8664,Jacobaea erucifolia,FALSE
NN8664,Jacobaea vulgaris,FALSE
NN8664,Jasione montana,FALSE
NN8664,Juncus conglomeratus,FALSE
NN8664,Juncus effusus,FALSE
NN8664,Knautia arvensis,FALSE
NN8664,Lactuca serriola,FALSE
NN8664,Lamium album,FALSE
NN8664,Lamium galeobdolon,FALSE
NN8664,Lamium purpureum,FALSE
NN8664,Lapsana communis,FALSE
NN8664,Lathyrus aphaca,FALSE
NN8664,Lathyrus linifolius,TRUE
NN8664,Lathyrus pratensis,FALSE
NN8664,Leontodon hispidus,FALSE
NN8664,Leontodon saxatilis,FALSE
NN8664,Leucanthemum vulgare,FALSE
NN8664,Ligusticum scoticum,FALSE
NN8664,Limonium vulgare,FALSE
NN8664,Linaria vulgaris,FALSE
NN8664,Linum catharticum,FALSE
NN8664,Linum usitatissimum,FALSE
NN8664,Lonicera caprifolium,FALSE
NN8664,Lonicera periclymenum,FALSE
NN8664,Lotus angustissimus,FALSE
NN8664,Lotus corniculatus,FALSE
NN8664,Lotus pedunculatus,FALSE
NN8664,Lotus subbiflorus,FALSE
NN8664,Luzula campestris,FALSE
NN8664,Lysimachia nemorum,FALSE
NN8664,Lysimachia punctata,FALSE
NN8664,Lysimachia vulgaris,FALSE
NN8664,Lythrum alatum,FALSE
NN8664,Lythrum salicaria,FALSE
NN8664,Malva sylvestris,FALSE
NN8664,Matricaria chamomilla,FALSE
NN8664,Matricaria discoidea,FALSE
NN8664,Medicago lupulina,FALSE
NN8664,Melampyrum pratense,FALSE
NN8664,Mentha aquatica,FALSE
NN8664,Mentha arvensis,FALSE
NN8664,Mercurialis perennis,FALSE
NN8664,Myosotis arvensis,FALSE
NN8664,Myosotis discolor,FALSE
NN8664,Myosotis sylvatica,FALSE
NN8664,Narthecium ossifragum,FALSE
NN8664,Odontites vernus,FALSE
NN8664,Oenanthe crocata,FALSE
NN8664,Origanum vulgare,FALSE
NN8664,Ornithopus perpusillus,FALSE
NN8664,Oxalis acetosella,TRUE
NN8664,Panicum miliaceum,FALSE
NN8664,Papaver rhoeas,FALSE
NN8664,Pedicularis sylvatica,FALSE
NN8664,Persicaria amplexicaulis,FALSE
NN8664,Persicaria bistorta,FALSE
NN8664,Persicaria hydropiper,FALSE
NN8664,Persicaria lapathifolia,FALSE
NN8664,Persicaria maculosa,FALSE
NN8664,Peucedanum ostruthium,FALSE
NN8664,Picris echioides,FALSE
NN8664,Picris hieracioides,FALSE
NN8664,Pilosella officinarum,FALSE
NN8664,Pimpinella saxifraga,FALSE
NN8664,Pinguicula vulgaris,FALSE
NN8664,Plantago lanceolata,FALSE
NN8664,Plantago major,FALSE
NN8664,Plantago maritima,FALSE
NN8664,Poa annua,FALSE
NN8664,Polygala serpyllifolia,FALSE
NN8664,Polygala vulgaris,FALSE
NN8664,Polygonum aviculare,FALSE
NN8664,Potentilla anglica,FALSE
NN8664,Potentilla anserina,FALSE
NN8664,Potentilla erecta,TRUE
NN8664,Potentilla recta,FALSE
NN8664,Potentilla reptans,FALSE
NN8664,Prunella vulgaris,FALSE
NN8664,Prunus spinosa,FALSE
NN8664,Pulicaria dysenterica,FALSE
NN8664,Ranunculus acris,TRUE
NN8664,Ranunculus bulbosus,FALSE
NN8664,Ranunculus ficaria,FALSE
NN8664,Ranunculus flammula,FALSE
NN8664,Ranunculus repens,FALSE
NN8664,Ranunculus sardous,FALSE
NN8664,Raphanus raphanistrum,FALSE
NN8664,Raphanus sativus,FALSE
NN8664,Rhinanthus minor,FALSE
NN8664,Rosa arvensis,FALSE
NN8664,Rosa canina,FALSE
NN8664,Rubus caesius,FALSE
NN8664,Rubus fruticosus,FALSE
NN8664,Rubus idaeus,FALSE
NN8664,Rumex acetosa,FALSE
NN8664,Rumex acetosella,FALSE
NN8664,Rumex crispus,FALSE
NN8664,Rumex obtusifolius,FALSE
NN8664,Rumex sanguineus,FALSE
NN8664,Sagina saginoides,FALSE
NN8664,Sambucus nigra,FALSE
NN8664,Sanguisorba officinalis,FALSE
NN8664,Scorzoneroides autumnalis,FALSE
NN8664,Scrophularia auriculata,FALSE
NN8664,Scrophularia nodosa,FALSE
NN8664,Sedum anglicum,FALSE
NN8664,Senecio erucifolius,FALSE
NN8664,Senecio jacobaea,FALSE
NN8664,Senecio vulgaris,FALSE
NN8664,Sherardia arvensis,FALSE
NN8664,Silene dioica,FALSE
NN8664,Silene latifolia,FALSE
NN8664,Silybum marianum,FALSE
NN8664,Sinapis alba,FALSE
NN8664,Sinapis arvensis,FALSE
NN8664,Sisymbrium officinale,FALSE
NN8664,Solanum dulcamara,FALSE
NN8664,Solanum nigrum,FALSE
NN8664,Solanum tuberosum,FALSE
NN8664,Sonchus arvensis,FALSE
NN8664,Sonchus asper,FALSE
NN8664,Sonchus oleraceus,FALSE
NN8664,Sorbus aucuparia,FALSE
NN8664,Spergula arvensis,FALSE
NN8664,Spergularia media,FALSE
NN8664,Stachys arvensis,FALSE
NN8664,Stachys palustris,FALSE
NN8664,Stachys sylvatica,FALSE
NN8664,Stellaria alsine,FALSE
NN8664,Stellaria graminea,TRUE
NN8664,Stellaria holostea,FALSE
NN8664,Stellaria media,FALSE
NN8664,Suaeda maritima,FALSE
NN8664,Succisa pratensis,TRUE
NN8664,Symphytum officinale,FALSE
NN8664,Taraxacum agg,FALSE
NN8664,Taraxacum officinale,FALSE
NN8664,Teucrium scorodonia,FALSE
NN8664,Thlaspi arvense,FALSE
NN8664,Thymus polytrichus,FALSE
NN8664,Thymus vulgaris,FALSE
NN8664,Torilis japonica,FALSE
NN8664,Tragopogon pratensis,FALSE
NN8664,Trientalis europaea,FALSE
NN8664,Trifolium arvense,FALSE
NN8664,Trifolium campestre,FALSE
NN8664,Trifolium constantinopolitanum,FALSE
NN8664,Trifolium dubium,FALSE
NN8664,Trifolium pratense,FALSE
NN8664,Trifolium repens,FALSE
NN8664,Tripleurospermum inodorum,FALSE
NN8664,Tripleurospermum maritimum,FALSE
NN8664,Turgenia latifolia,FALSE
NN8664,Ulex europaeus,FALSE
NN8664,Ulex gallii,FALSE
NN8664,Urtica dioica,FALSE
NN8664,Vaccinium myrtillus,FALSE
NN8664,Vaccinium oxycoccos,FALSE
NN8664,Vaccinium vitis,FALSE
NN8664,Valeriana dioica,FALSE
NN8664,Valeriana officinalis,FALSE
NN8664,Verbena officinalis,FALSE
NN8664,Verbena x,FALSE
NN8664,Veronica agrestis,FALSE
NN8664,Veronica arvensis,FALSE
NN8664,Veronica beccabunga,FALSE
NN8664,Veronica chamaedrys,FALSE
NN8664,Veronica hederifolia,FALSE
NN8664,Veronica montana,FALSE
NN8664,Veronica officinalis,FALSE
NN8664,Veronica persica,FALSE
NN8664,Veronica polita,FALSE
NN8664,Veronica serpyllifolia,FALSE
NN8664,Vicia benghalensis,FALSE
NN8664,Vicia cracca,FALSE
NN8664,Vicia faba,FALSE
NN8664,Vicia hirsuta,FALSE
NN8664,Vicia lutea,FALSE
NN8664,Vicia sativa,FALSE
NN8664,Vicia sepium,FALSE
NN8664,Vicia spp,FALSE
NN8664,Vicia tetrasperma,FALSE
NN8664,Viola arvensis,FALSE
NN8664,Viola canina,FALSE
NN8664,Viola palustris,FALSE
NN8664,Viola riviniana,TRUE
NN8664,Zea mays,FALSE
NO4923,Acer pseudoplatanus,FALSE
NO4923,Achillea millefolium,FALSE
NO4923,Achillea ptarmica,FALSE
NO4923,Aegopodium podagraria,FALSE
NO4923,Aethusa cynapium,FALSE
NO4923,Ajuga reptans,FALSE
NO4923,Alliaria petiolata,FALSE
NO4923,Alnus glutinosa,FALSE
NO4923,Anagallis arvensis,FALSE
NO4923,Anchusa arvensis,FALSE
NO4923,Anemone nemorosa,FALSE
NO4923,Angelica sylvestris,FALSE
NO4923,Anthemis cotula,FALSE
NO4923,Anthriscus caucalis,FALSE
NO4923,Anthriscus sylvestris,FALSE
NO4923,Apium nodiflorum,FALSE
NO4923,Armeria maritima,FALSE
NO4923,Artemisia absinthium,FALSE
NO4923,Artemisia annua,FALSE
NO4923,Artemisia vulgaris,FALSE
NO4923,Aster tripolium,FALSE
NO4923,Atriplex patula,FALSE
NO4923,Atriplex portulacoides,FALSE
NO4923,Ballota nigra,FALSE
NO4923,Barbarea vulgaris,FALSE
NO4923,Bellis perennis,FALSE
NO4923,Berula erecta,FALSE
NO4923,Brassica napus,FALSE
NO4923,Brassica oleracea,FALSE
NO4923,Brassica rapa,FALSE
NO4923,Bryonia dioica,FALSE
NO4923,Buddleja davidii,FALSE
NO4923,Bupleurum tenuissimum,FALSE
NO4923,Calluna vulgaris,FALSE
NO4923,Caltha palustris,FALSE
NO4923,Calystegia sepium,FALSE
NO4923,Campanula rotundifolia,FALSE
NO4923,Capsella bursa,FALSE
NO4923,Cardamine flexuosa,FALSE
NO4923,Cardamine hirsuta,FALSE
NO4923,Cardamine pratensis,FALSE
NO4923,Carduus nutans,FALSE
NO4923,Carum verticillatum,FALSE
NO4923,Centaurea cyanus,FALSE
NO4923,Centaurea nigra,FALSE
NO4923,Centaurea scabiosa,FALSE
NO4923,Centaurium erythraea,FALSE
NO4923,Cerastium arvense,TRUE
NO4923,Cerastium fontanum,TRUE
NO4923,Cerastium glomeratum,FALSE
NO4923,Ceratocapnos claviculata,FALSE
NO4923,Chaerophyllum temulum,FALSE
NO4923,Chamaemelum nobile,FALSE
NO4923,Chamerion angustifolium,FALSE
NO4923,Chenopodium album,FALSE
NO4923,Chenopodium ficifolium,FALSE
NO4923,Chenopodium quinoa,FALSE
NO4923,Cichorium intybus,FALSE
NO4923,Circaea lutetiana,FALSE
NO4923,Cirsium arvense,FALSE
NO4923,Cirsium eriophorum,FALSE
NO4923,Cirsium palustre,FALSE
NO4923,Cirsium vulgare,FALSE
NO4923,Clematis vitalba,FALSE
NO4923,Clinopodium vulgare,FALSE
NO4923,Conium maculatum,FALSE
NO4923,Conopodium majus,FALSE
NO4923,Convolvulus arvensis,FALSE
NO4923,Conyza canadensis,FALSE
NO4923,Cotoneaster salicifolius,FALSE
NO4923,Crataegus monogyna,FALSE
NO4923,Crepis capillaris,FALSE
NO4923,Crepis vesicaria,FALSE
NO4923,Cruciata laevipes,FALSE
NO4923,Cytisus scoparius,FALSE
NO4923,Dactylorhiza fuchsii,FALSE
NO4923,Dactylorhiza maculata,FALSE
NO4923,Daucus carota,FALSE
NO4923,Digitalis ferruginea,FALSE
NO4923,Digitalis grandiflora,FALSE
NO4923,Digitalis purpurea,FALSE
NO4923,Dioscorea communis,FALSE
NO4923,Doronicum plantagineum,FALSE
NO4923,Drosera anglica,FALSE
NO4923,Drosera rotundifolia,FALSE
NO4923,Dryas octopetala,FALSE
NO4923,Epilobium hirsutum,FALSE
NO4923,Epilobium montanum,FALSE
NO4923,Epilobium obscurum,FALSE
NO4923,Epilobium palustre,FALSE
NO4923,Epilobium parviflorum,FALSE
NO4923,Epilobium roseum,FALSE
NO4923,Epilobium tetragonum,FALSE
NO4923,Erica cinerea,TRUE
NO4923,Erica tetralix,FALSE
NO4923,Eriophorum vaginatum,FALSE
NO4923,Eupatorium cannabinum,FALSE
NO4923,Euphorbia exigua,FALSE
NO4923,Euphorbia helioscopia,FALSE
NO4923,Euphrasia officinalis,FALSE
NO4923,Fagopyrum esculentum,FALSE
NO4923,Fallopia convolvulus,FALSE
NO4923,Filipendula ulmaria,FALSE
NO4923,Fumaria officinalis,FALSE
NO4923,Galeopsis speciosa,FALSE
NO4923,Galeopsis tetrahit,FALSE
NO4923,Galium aparine,FALSE
NO4923,Galium mollugo,FALSE
NO4923,Galium odoratum,FALSE
NO4923,Galium palustre,FALSE
NO4923,Galium saxatile,TRUE
NO4923,Galium verum,FALSE
NO4923,Genista anglica,FALSE
NO4923,Geranium dissectum,FALSE
NO4923,Geranium molle,FALSE
NO4923,Geranium nodosum,FALSE
NO4923,Geranium pratense,FALSE
NO4923,Geranium pyrenaicum,FALSE
NO4923,Geranium robertianum,FALSE
NO4923,Geum urbanum,FALSE
NO4923,Glechoma hederacea,FALSE
NO4923,Hedera helix,FALSE
NO4923,Helianthus annuus,FALSE
NO4923,Heracleum mantegazzianum,FALSE
NO4923,Heracleum sphondylium,FALSE
NO4923,Hippocrepis comosa,FALSE
NO4923,Hordeum vulgare,FALSE
NO4923,Hyacinthoides non,FALSE
NO4923,Hypericum forrestii,FALSE
NO4923,Hypericum perforatum,FALSE
NO4923,Hypericum pulchrum,FALSE
NO4923,Hypericum tetrapterum,FALSE
NO4923,Hypochaeris radicata,FALSE
NO4923,Ilex aquifolium,FALSE
NO4923,Impatiens glandulifera,FALSE
NO4923,Impatiens parviflora,FALSE
NO4923,Iris pseudacorus,FALSE
NO4923,Jacobaea erucifolia,FALSE
NO4923,Jacobaea vulgaris,FALSE
NO4923,Jasione montana,FALSE
NO4923,Juncus conglomeratus,FALSE
NO4923,Juncus effusus,FALSE
NO4923,Knautia arvensis,FALSE
NO4923,Lactuca serriola,FALSE
NO4923,Lamium album,FALSE
NO4923,Lamium galeobdolon,FALSE
NO4923,Lamium purpureum,FALSE
NO4923,Lapsana communis,FALSE
NO4923,Lathyrus aphaca,FALSE
NO4923,Lathyrus linifolius,FALSE
NO4923,Lathyrus pratensis,FALSE
NO4923,Leontodon hispidus,FALSE
NO4923,Leontodon saxatilis,TRUE
NO4923,Leucanthemum vulgare,FALSE
NO4923,Ligusticum scoticum,FALSE
NO4923,Limonium vulgare,FALSE
NO4923,Linaria vulgaris,FALSE
NO4923,Linum catharticum,FALSE
NO4923,Linum usitatissimum,FALSE
NO4923,Lonicera caprifolium,FALSE
NO4923,Lonicera periclymenum,FALSE
NO4923,Lotus angustissimus,FALSE
NO4923,Lotus corniculatus,TRUE
NO4923,Lotus pedunculatus,FALSE
NO4923,Lotus subbiflorus,FALSE
NO4923,Luzula campestris,FALSE
NO4923,Lysimachia nemorum,FALSE
NO4923,Lysimachia punctata,FALSE
NO4923,Lysimachia vulgaris,FALSE
NO4923,Lythrum alatum,FALSE
NO4923,Lythrum salicaria,FALSE
NO4923,Malva sylvestris,FALSE
NO4923,Matricaria chamomilla,FALSE
NO4923,Matricaria discoidea,FALSE
NO4923,Medicago lupulina,FALSE
NO4923,Melampyrum pratense,FALSE
NO4923,Mentha aquatica,FALSE
NO4923,Mentha arvensis,FALSE
NO4923,Mercurialis perennis,FALSE
NO4923,Myosotis arvensis,FALSE
NO4923,Myosotis discolor,FALSE
NO4923,Myosotis sylvatica,FALSE
NO4923,Narthecium ossifragum,FALSE
NO4923,Odontites vernus,FALSE
NO4923,Oenanthe crocata,FALSE
NO4923,Origanum vulgare,FALSE
NO4923,Ornithopus perpusillus,FALSE
NO4923,Oxalis acetosella,FALSE
NO4923,Panicum miliaceum,FALSE
NO4923,Papaver rhoeas,FALSE
NO4923,Pedicularis sylvatica,FALSE
NO4923,Persicaria amplexicaulis,FALSE
NO4923,Persicaria bistorta,FALSE
NO4923,Persicaria hydropiper,FALSE
NO4923,Persicaria lapathifolia,FALSE
NO4923,Persicaria maculosa,FALSE
NO4923,Peucedanum ostruthium,FALSE
NO4923,Picris echioides,FALSE
NO4923,Picris hieracioides,FALSE
NO4923,Pilosella officinarum,TRUE
NO4923,Pimpinella saxifraga,FALSE
NO4923,Pinguicula vulgaris,FALSE
NO4923,Plantago lanceolata,TRUE
NO4923,Plantago major,FALSE
NO4923,Plantago maritima,FALSE
NO4923,Poa annua,FALSE
NO4923,Polygala serpyllifolia,FALSE
NO4923,Polygala vulgaris,FALSE
NO4923,Polygonum aviculare,FALSE
NO4923,Potentilla anglica,FALSE
NO4923,Potentilla anserina,FALSE
NO4923,Potentilla erecta,TRUE
NO4923,Potentilla recta,FALSE
NO4923,Potentilla reptans,FALSE
NO4923,Prunella vulgaris,FALSE
NO4923,Prunus spinosa,FALSE
NO4923,Pulicaria dysenterica,FALSE
NO4923,Ranunculus acris,FALSE
NO4923,Ranunculus bulbosus,FALSE
NO4923,Ranunculus ficaria,FALSE
NO4923,Ranunculus flammula,FALSE
NO4923,Ranunculus repens,FALSE
NO4923,Ranunculus sardous,FALSE
NO4923,Raphanus raphanistrum,FALSE
NO4923,Raphanus sativus,FALSE
NO4923,Rhinanthus minor,TRUE
NO4923,Rosa arvensis,FALSE
NO4923,Rosa canina,FALSE
NO4923,Rubus caesius,FALSE
NO4923,Rubus fruticosus,FALSE
NO4923,Rubus idaeus,FALSE
NO4923,Rumex acetosa,FALSE
NO4923,Rumex acetosella,FALSE
NO4923,Rumex crispus,FALSE
NO4923,Rumex obtusifolius,FALSE
NO4923,Rumex sanguineus,FALSE
NO4923,Sagina saginoides,FALSE
NO4923,Sambucus nigra,FALSE
NO4923,Sanguisorba officinalis,FALSE
NO4923,Scorzoneroides autumnalis,TRUE
NO4923,Scrophularia auriculata,FALSE
NO4923,Scrophularia nodosa,FALSE
NO4923,Sedum anglicum,FALSE
NO4923,Senecio erucifolius,FALSE
NO4923,Senecio jacobaea,FALSE
NO4923,Senecio vulgaris,FALSE
NO4923,Sherardia arvensis,FALSE
NO4923,Silene dioica,FALSE
NO4923,Silene latifolia,FALSE
NO4923,Silybum marianum,FALSE
NO4923,Sinapis alba,FALSE
NO4923,Sinapis arvensis,FALSE
NO4923,Sisymbrium officinale,FALSE
NO4923,Solanum dulcamara,FALSE
NO4923,Solanum nigrum,FALSE
NO4923,Solanum tuberosum,FALSE
NO4923,Sonchus arvensis,FALSE
NO4923,Sonchus asper,FALSE
NO4923,Sonchus oleraceus,FALSE
NO4923,Sorbus aucuparia,FALSE
NO4923,Spergula arvensis,FALSE
NO4923,Spergularia media,FALSE
NO4923,Stachys arvensis,FALSE
NO4923,Stachys palustris,FALSE
NO4923,Stachys sylvatica,FALSE
NO4923,Stellaria alsine,FALSE
NO4923,Stellaria graminea,TRUE
NO4923,Stellaria holostea,FALSE
NO4923,Stellaria media,FALSE
NO4923,Suaeda maritima,FALSE
NO4923,Succisa pratensis,FALSE
NO4923,Symphytum officinale,FALSE
NO4923,Taraxacum agg,FALSE
NO4923,Taraxacum officinale,FALSE
NO4923,Teucrium scorodonia,FALSE
NO4923,Thlaspi arvense,FALSE
NO4923,Thymus polytrichus,FALSE
NO4923,Thymus vulgaris,FALSE
NO4923,Torilis japonica,FALSE
NO4923,Tragopogon pratensis,FALSE
NO4923,Trientalis europaea,FALSE
NO4923,Trifolium arvense,TRUE
NO4923,Trifolium campestre,FALSE
NO4923,Trifolium constantinopolitanum,FALSE
NO4923,Trifolium dubium,TRUE
NO4923,Trifolium pratense,FALSE
NO4923,Trifolium repens,TRUE
NO4923,Tripleurospermum inodorum,FALSE
NO4923,Tripleurospermum maritimum,FALSE
NO4923,Turgenia latifolia,FALSE
NO4923,Ulex europaeus,FALSE
NO4923,Ulex gallii,FALSE
NO4923,Urtica dioica,FALSE
NO4923,Vaccinium myrtillus,FALSE
NO4923,Vaccinium oxycoccos,FALSE
NO4923,Vaccinium vitis,FALSE
NO4923,Valeriana dioica,FALSE
NO4923,Valeriana officinalis,FALSE
NO4923,Verbena officinalis,FALSE
NO4923,Verbena x,FALSE
NO4923,Veronica agrestis,FALSE
NO4923,Veronica arvensis,FALSE
NO4923,Veronica beccabunga,FALSE
NO4923,Veronica chamaedrys,FALSE
NO4923,Veronica hederifolia,FALSE
NO4923,Veronica montana,FALSE
NO4923,Veronica officinalis,FALSE
NO4923,Veronica persica,FALSE
NO4923,Veronica polita,FALSE
NO4923,Veronica serpyllifolia,FALSE
NO4923,Vicia benghalensis,FALSE
NO4923,Vicia cracca,FALSE
NO4923,Vicia faba,FALSE
NO4923,Vicia hirsuta,FALSE
NO4923,Vicia lutea,FALSE
NO4923,Vicia sativa,FALSE
NO4923,Vicia sepium,FALSE
NO4923,Vicia spp,FALSE
NO4923,Vicia tetrasperma,FALSE
NO4923,Viola arvensis,FALSE
NO4923,Viola canina,FALSE
NO4923,Viola palustris,FALSE
NO4923,Viola riviniana,FALSE
NO4923,Zea mays,FALSE
NO7495,Acer pseudoplatanus,FALSE
NO7495,Achillea millefolium,TRUE
NO7495,Achillea ptarmica,FALSE
NO7495,Aegopodium podagraria,FALSE
NO7495,Aethusa cynapium,FALSE
NO7495,Ajuga reptans,FALSE
NO7495,Alliaria petiolata,FALSE
NO7495,Alnus glutinosa,FALSE
NO7495,Anagallis arvensis,FALSE
NO7495,Anchusa arvensis,FALSE
NO7495,Anemone nemorosa,FALSE
NO7495,Angelica sylvestris,FALSE
NO7495,Anthemis cotula,FALSE
NO7495,Anthriscus caucalis,FALSE
NO7495,Anthriscus sylvestris,FALSE
NO7495,Apium nodiflorum,FALSE
NO7495,Armeria maritima,FALSE
NO7495,Artemisia absinthium,FALSE
NO7495,Artemisia annua,FALSE
NO7495,Artemisia vulgaris,FALSE
NO7495,Aster tripolium,FALSE
NO7495,Atriplex patula,FALSE
NO7495,Atriplex portulacoides,FALSE
NO7495,Ballota nigra,FALSE
NO7495,Barbarea vulgaris,FALSE
NO7495,Bellis perennis,TRUE
NO7495,Berula erecta,FALSE
NO7495,Brassica napus,FALSE
NO7495,Brassica oleracea,FALSE
NO7495,Brassica rapa,FALSE
NO7495,Bryonia dioica,FALSE
NO7495,Buddleja davidii,FALSE
NO7495,Bupleurum tenuissimum,FALSE
NO7495,Calluna vulgaris,FALSE
NO7495,Caltha palustris,FALSE
NO7495,Calystegia sepium,FALSE
NO7495,Campanula rotundifolia,FALSE
NO7495,Capsella bursa,FALSE
NO7495,Cardamine flexuosa,TRUE
NO7495,Cardamine hirsuta,FALSE
NO7495,Cardamine pratensis,FALSE
NO7495,Carduus nutans,FALSE
NO7495,Carum verticillatum,FALSE
NO7495,Centaurea cyanus,FALSE
NO7495,Centaurea nigra,FALSE
NO7495,Centaurea scabiosa,FALSE
NO7495,Centaurium erythraea,FALSE
NO7495,Cerastium arvense,FALSE
NO7495,Cerastium fontanum,TRUE
NO7495,Cerastium glomeratum,FALSE
NO7495,Ceratocapnos claviculata,FALSE
NO7495,Chaerophyllum temulum,FALSE
NO7495,Chamaemelum nobile,FALSE
NO7495,Chamerion angustifolium,TRUE
NO7495,Chenopodium album,FALSE
NO7495,Chenopodium ficifolium,FALSE
NO7495,Chenopodium quinoa,FALSE
NO7495,Cichorium intybus,FALSE
NO7495,Circaea lutetiana,FALSE
NO7495,Cirsium arvense,TRUE
NO7495,Cirsium eriophorum,FALSE
NO7495,Cirsium palustre,FALSE
NO7495,Cirsium vulgare,FALSE
NO7495,Clematis vitalba,FALSE
NO7495,Clinopodium vulgare,FALSE
NO7495,Conium maculatum,FALSE
NO7495,Conopodium majus,FALSE
NO7495,Convolvulus arvensis,FALSE
NO7495,Conyza canadensis,FALSE
NO7495,Cotoneaster salicifolius,FALSE
NO7495,Crataegus monogyna,FALSE
NO7495,Crepis capillaris,FALSE
NO7495,Crepis vesicaria,FALSE
NO7495,Cruciata laevipes,FALSE
NO7495,Cytisus scoparius,TRUE
NO7495,Dactylorhiza fuchsii,FALSE
NO7495,Dactylorhiza maculata,FALSE
NO7495,Daucus carota,FALSE
NO7495,Digitalis ferruginea,FALSE
NO7495,Digitalis grandiflora,FALSE
NO7495,Digitalis purpurea,FALSE
NO7495,Dioscorea communis,FALSE
NO7495,Doronicum plantagineum,FALSE
NO7495,Drosera anglica,FALSE
NO7495,Drosera rotundifolia,FALSE
NO7495,Dryas octopetala,FALSE
NO7495,Epilobium hirsutum,FALSE
NO7495,Epilobium montanum,FALSE
NO7495,Epilobium obscurum,TRUE
NO7495,Epilobium palustre,FALSE
NO7495,Epilobium parviflorum,FALSE
NO7495,Epilobium roseum,FALSE
NO7495,Epilobium tetragonum,FALSE
NO7495,Erica cinerea,FALSE
NO7495,Erica tetralix,FALSE
NO7495,Eriophorum vaginatum,FALSE
NO7495,Eupatorium cannabinum,FALSE
NO7495,Euphorbia exigua,FALSE
NO7495,Euphorbia helioscopia,FALSE
