x1km_square,species,present
SO1474,Angelica sylvestris,FALSE
SO1474,Anthemis cotula,FALSE
SO1474,Anthriscus caucalis,FALSE
SO1474,Anthriscus sylvestris,FALSE
SO1474,Apium nodiflorum,FALSE
SO1474,Armeria maritima,FALSE
SO1474,Artemisia absinthium,FALSE
SO1474,Artemisia annua,FALSE
SO1474,Artemisia vulgaris,FALSE
SO1474,Aster tripolium,FALSE
SO1474,Atriplex patula,FALSE
SO1474,Atriplex portulacoides,FALSE
SO1474,Ballota nigra,FALSE
SO1474,Barbarea vulgaris,FALSE
SO1474,Bellis perennis,FALSE
SO1474,Berula erecta,FALSE
SO1474,Brassica napus,FALSE
SO1474,Brassica oleracea,FALSE
SO1474,Brassica rapa,FALSE
SO1474,Bryonia dioica,FALSE
SO1474,Buddleja davidii,FALSE
SO1474,Bupleurum tenuissimum,FALSE
SO1474,Calluna vulgaris,FALSE
SO1474,Caltha palustris,TRUE
SO1474,Calystegia sepium,FALSE
SO1474,Campanula rotundifolia,FALSE
SO1474,Capsella bursa,FALSE
SO1474,Cardamine flexuosa,FALSE
SO1474,Cardamine hirsuta,FALSE
SO1474,Cardamine pratensis,TRUE
SO1474,Carduus nutans,FALSE
SO1474,Carum verticillatum,FALSE
SO1474,Centaurea cyanus,FALSE
SO1474,Centaurea nigra,FALSE
SO1474,Centaurea scabiosa,FALSE
SO1474,Centaurium erythraea,FALSE
SO1474,Cerastium arvense,FALSE
SO1474,Cerastium fontanum,TRUE
SO1474,Cerastium glomeratum,FALSE
SO1474,Ceratocapnos claviculata,FALSE
SO1474,Chaerophyllum temulum,FALSE
SO1474,Chamaemelum nobile,FALSE
SO1474,Chamerion angustifolium,FALSE
SO1474,Chenopodium album,FALSE
SO1474,Chenopodium ficifolium,FALSE
SO1474,Chenopodium quinoa,FALSE
SO1474,Cichorium intybus,FALSE
SO1474,Circaea lutetiana,FALSE
SO1474,Cirsium arvense,TRUE
SO1474,Cirsium eriophorum,FALSE
SO1474,Cirsium palustre,TRUE
SO1474,Cirsium vulgare,FALSE
SO1474,Clematis vitalba,FALSE
SO1474,Clinopodium vulgare,FALSE
SO1474,Conium maculatum,FALSE
SO1474,Conopodium majus,FALSE
SO1474,Convolvulus arvensis,FALSE
SO1474,Conyza canadensis,FALSE
SO1474,Cotoneaster salicifolius,FALSE
SO1474,Crataegus monogyna,TRUE
SO1474,Crepis capillaris,FALSE
SO1474,Crepis vesicaria,FALSE
SO1474,Cruciata laevipes,FALSE
SO1474,Cytisus scoparius,FALSE
SO1474,Dactylorhiza fuchsii,FALSE
SO1474,Dactylorhiza maculata,FALSE
SO1474,Daucus carota,FALSE
SO1474,Digitalis ferruginea,FALSE
SO1474,Digitalis grandiflora,FALSE
SO1474,Digitalis purpurea,TRUE
SO1474,Dioscorea communis,FALSE
SO1474,Doronicum plantagineum,FALSE
SO1474,Drosera anglica,FALSE
SO1474,Drosera rotundifolia,FALSE
SO1474,Dryas octopetala,FALSE
SO1474,Epilobium hirsutum,FALSE
SO1474,Epilobium montanum,FALSE
SO1474,Epilobium obscurum,FALSE
SO1474,Epilobium palustre,FALSE
SO1474,Epilobium parviflorum,FALSE
SO1474,Epilobium roseum,FALSE
SO1474,Epilobium tetragonum,FALSE
SO1474,Erica cinerea,FALSE
SO1474,Erica tetralix,FALSE
SO1474,Eriophorum vaginatum,FALSE
SO1474,Eupatorium cannabinum,FALSE
SO1474,Euphorbia exigua,FALSE
SO1474,Euphorbia helioscopia,FALSE
SO1474,Euphrasia officinalis,FALSE
SO1474,Fagopyrum esculentum,FALSE
SO1474,Fallopia convolvulus,FALSE
SO1474,Filipendula ulmaria,TRUE
SO1474,Fumaria officinalis,FALSE
SO1474,Galeopsis speciosa,FALSE
SO1474,Galeopsis tetrahit,FALSE
SO1474,Galium aparine,TRUE
SO1474,Galium mollugo,FALSE
SO1474,Galium odoratum,FALSE
SO1474,Galium palustre,TRUE
SO1474,Galium saxatile,FALSE
SO1474,Galium verum,FALSE
SO1474,Genista anglica,FALSE
SO1474,Geranium dissectum,FALSE
SO1474,Geranium molle,FALSE
SO1474,Geranium nodosum,FALSE
SO1474,Geranium pratense,FALSE
SO1474,Geranium pyrenaicum,FALSE
SO1474,Geranium robertianum,FALSE
SO1474,Geum urbanum,FALSE
SO1474,Glechoma hederacea,FALSE
SO1474,Hedera helix,FALSE
SO1474,Helianthus annuus,FALSE
SO1474,Heracleum mantegazzianum,FALSE
SO1474,Heracleum sphondylium,FALSE
SO1474,Hippocrepis comosa,FALSE
SO1474,Hordeum vulgare,FALSE
SO1474,Hyacinthoides non,FALSE
SO1474,Hypericum forrestii,FALSE
SO1474,Hypericum perforatum,FALSE
SO1474,Hypericum pulchrum,FALSE
SO1474,Hypericum tetrapterum,FALSE
SO1474,Hypochaeris radicata,FALSE
SO1474,Ilex aquifolium,FALSE
SO1474,Impatiens glandulifera,FALSE
SO1474,Impatiens parviflora,FALSE
SO1474,Iris pseudacorus,FALSE
SO1474,Jacobaea erucifolia,FALSE
SO1474,Jacobaea vulgaris,FALSE
SO1474,Jasione montana,FALSE
SO1474,Juncus conglomeratus,FALSE
SO1474,Juncus effusus,FALSE
SO1474,Knautia arvensis,FALSE
SO1474,Lactuca serriola,FALSE
SO1474,Lamium album,FALSE
SO1474,Lamium galeobdolon,FALSE
SO1474,Lamium purpureum,FALSE
SO1474,Lapsana communis,FALSE
SO1474,Lathyrus aphaca,FALSE
SO1474,Lathyrus linifolius,FALSE
SO1474,Lathyrus pratensis,TRUE
SO1474,Leontodon hispidus,FALSE
SO1474,Leontodon saxatilis,FALSE
SO1474,Leucanthemum vulgare,FALSE
SO1474,Ligusticum scoticum,FALSE
SO1474,Limonium vulgare,FALSE
SO1474,Linaria vulgaris,FALSE
SO1474,Linum catharticum,FALSE
SO1474,Linum usitatissimum,FALSE
SO1474,Lonicera caprifolium,FALSE
SO1474,Lonicera periclymenum,FALSE
SO1474,Lotus angustissimus,FALSE
SO1474,Lotus corniculatus,TRUE
SO1474,Lotus pedunculatus,TRUE
SO1474,Lotus subbiflorus,FALSE
SO1474,Luzula campestris,FALSE
SO1474,Lysimachia nemorum,FALSE
SO1474,Lysimachia punctata,FALSE
SO1474,Lysimachia vulgaris,FALSE
SO1474,Lythrum alatum,FALSE
SO1474,Lythrum salicaria,FALSE
SO1474,Malva sylvestris,FALSE
SO1474,Matricaria chamomilla,FALSE
SO1474,Matricaria discoidea,FALSE
SO1474,Medicago lupulina,FALSE
SO1474,Melampyrum pratense,FALSE
SO1474,Mentha aquatica,FALSE
SO1474,Mentha arvensis,FALSE
SO1474,Mercurialis perennis,FALSE
SO1474,Myosotis arvensis,FALSE
SO1474,Myosotis discolor,TRUE
SO1474,Myosotis sylvatica,FALSE
SO1474,Narthecium ossifragum,FALSE
SO1474,Odontites vernus,FALSE
SO1474,Oenanthe crocata,FALSE
SO1474,Origanum vulgare,FALSE
SO1474,Ornithopus perpusillus,FALSE
SO1474,Oxalis acetosella,FALSE
SO1474,Panicum miliaceum,FALSE
SO1474,Papaver rhoeas,FALSE
SO1474,Pedicularis sylvatica,FALSE
SO1474,Persicaria amplexicaulis,FALSE
SO1474,Persicaria bistorta,FALSE
SO1474,Persicaria hydropiper,FALSE
SO1474,Persicaria lapathifolia,FALSE
SO1474,Persicaria maculosa,FALSE
SO1474,Peucedanum ostruthium,FALSE
SO1474,Picris echioides,FALSE
SO1474,Picris hieracioides,FALSE
SO1474,Pilosella officinarum,FALSE
SO1474,Pimpinella saxifraga,FALSE
SO1474,Pinguicula vulgaris,FALSE
SO1474,Plantago lanceolata,FALSE
SO1474,Plantago major,FALSE
SO1474,Plantago maritima,FALSE
SO1474,Poa annua,FALSE
SO1474,Polygala serpyllifolia,FALSE
SO1474,Polygala vulgaris,FALSE
SO1474,Polygonum aviculare,FALSE
SO1474,Potentilla anglica,FALSE
SO1474,Potentilla anserina,FALSE
SO1474,Potentilla erecta,FALSE
SO1474,Potentilla recta,FALSE
SO1474,Potentilla reptans,FALSE
SO1474,Prunella vulgaris,FALSE
SO1474,Prunus spinosa,FALSE
SO1474,Pulicaria dysenterica,FALSE
SO1474,Ranunculus acris,TRUE
SO1474,Ranunculus bulbosus,FALSE
SO1474,Ranunculus ficaria,FALSE
SO1474,Ranunculus flammula,FALSE
SO1474,Ranunculus repens,TRUE
SO1474,Ranunculus sardous,FALSE
SO1474,Raphanus raphanistrum,FALSE
SO1474,Raphanus sativus,FALSE
SO1474,Rhinanthus minor,FALSE
SO1474,Rosa arvensis,FALSE
SO1474,Rosa canina,FALSE
SO1474,Rubus caesius,FALSE
SO1474,Rubus fruticosus,FALSE
SO1474,Rubus idaeus,FALSE
SO1474,Rumex acetosa,TRUE
SO1474,Rumex acetosella,FALSE
SO1474,Rumex crispus,FALSE
SO1474,Rumex obtusifolius,FALSE
SO1474,Rumex sanguineus,FALSE
SO1474,Sagina saginoides,FALSE
SO1474,Sambucus nigra,TRUE
SO1474,Sanguisorba officinalis,FALSE
SO1474,Scorzoneroides autumnalis,FALSE
SO1474,Scrophularia auriculata,FALSE
SO1474,Scrophularia nodosa,FALSE
SO1474,Sedum anglicum,FALSE
SO1474,Senecio erucifolius,FALSE
SO1474,Senecio jacobaea,FALSE
SO1474,Senecio vulgaris,FALSE
SO1474,Sherardia arvensis,FALSE
SO1474,Silene dioica,FALSE
SO1474,Silene latifolia,FALSE
SO1474,Silybum marianum,FALSE
SO1474,Sinapis alba,FALSE
SO1474,Sinapis arvensis,FALSE
SO1474,Sisymbrium officinale,FALSE
SO1474,Solanum dulcamara,FALSE
SO1474,Solanum nigrum,FALSE
SO1474,Solanum tuberosum,FALSE
SO1474,Sonchus arvensis,FALSE
SO1474,Sonchus asper,FALSE
SO1474,Sonchus oleraceus,FALSE
SO1474,Sorbus aucuparia,FALSE
SO1474,Spergula arvensis,FALSE
SO1474,Spergularia media,FALSE
SO1474,Stachys arvensis,FALSE
SO1474,Stachys palustris,FALSE
SO1474,Stachys sylvatica,FALSE
SO1474,Stellaria alsine,TRUE
SO1474,Stellaria graminea,FALSE
SO1474,Stellaria holostea,FALSE
SO1474,Stellaria media,FALSE
SO1474,Suaeda maritima,FALSE
SO1474,Succisa pratensis,FALSE
SO1474,Symphytum officinale,FALSE
SO1474,Taraxacum agg,FALSE
SO1474,Taraxacum officinale,FALSE
SO1474,Teucrium scorodonia,FALSE
SO1474,Thlaspi arvense,FALSE
SO1474,Thymus polytrichus,FALSE
SO1474,Thymus vulgaris,FALSE
SO1474,Torilis japonica,FALSE
SO1474,Tragopogon pratensis,FALSE
SO1474,Trientalis europaea,FALSE
SO1474,Trifolium arvense,FALSE
SO1474,Trifolium campestre,FALSE
SO1474,Trifolium constantinopolitanum,FALSE
SO1474,Trifolium dubium,FALSE
SO1474,Trifolium pratense,FALSE
SO1474,Trifolium repens,TRUE
SO1474,Tripleurospermum inodorum,FALSE
SO1474,Tripleurospermum maritimum,FALSE
SO1474,Turgenia latifolia,FALSE
SO1474,Ulex europaeus,FALSE
SO1474,Ulex gallii,FALSE
SO1474,Urtica dioica,TRUE
SO1474,Vaccinium myrtillus,FALSE
SO1474,Vaccinium oxycoccos,FALSE
SO1474,Vaccinium vitis,FALSE
SO1474,Valeriana dioica,FALSE
SO1474,Valeriana officinalis,FALSE
SO1474,Verbena officinalis,FALSE
SO1474,Verbena x,FALSE
SO1474,Veronica agrestis,FALSE
SO1474,Veronica arvensis,FALSE
SO1474,Veronica beccabunga,FALSE
SO1474,Veronica chamaedrys,FALSE
SO1474,Veronica hederifolia,FALSE
SO1474,Veronica montana,FALSE
SO1474,Veronica officinalis,FALSE
SO1474,Veronica persica,FALSE
SO1474,Veronica polita,FALSE
SO1474,Veronica serpyllifolia,FALSE
SO1474,Vicia benghalensis,FALSE
SO1474,Vicia cracca,FALSE
SO1474,Vicia faba,FALSE
SO1474,Vicia hirsuta,FALSE
SO1474,Vicia lutea,FALSE
SO1474,Vicia sativa,FALSE
SO1474,Vicia sepium,FALSE
SO1474,Vicia spp,FALSE
SO1474,Vicia tetrasperma,FALSE
SO1474,Viola arvensis,FALSE
SO1474,Viola canina,FALSE
SO1474,Viola palustris,FALSE
SO1474,Viola riviniana,FALSE
SO1474,Zea mays,FALSE
SO2568,Acer pseudoplatanus,FALSE
SO2568,Achillea millefolium,FALSE
SO2568,Achillea ptarmica,FALSE
SO2568,Aegopodium podagraria,FALSE
SO2568,Aethusa cynapium,FALSE
SO2568,Ajuga reptans,FALSE
SO2568,Alliaria petiolata,FALSE
SO2568,Alnus glutinosa,FALSE
SO2568,Anagallis arvensis,FALSE
SO2568,Anchusa arvensis,FALSE
SO2568,Anemone nemorosa,FALSE
SO2568,Angelica sylvestris,FALSE
SO2568,Anthemis cotula,FALSE
SO2568,Anthriscus caucalis,FALSE
SO2568,Anthriscus sylvestris,FALSE
SO2568,Apium nodiflorum,FALSE
SO2568,Armeria maritima,FALSE
SO2568,Artemisia absinthium,FALSE
SO2568,Artemisia annua,FALSE
SO2568,Artemisia vulgaris,FALSE
SO2568,Aster tripolium,FALSE
SO2568,Atriplex patula,FALSE
SO2568,Atriplex portulacoides,FALSE
SO2568,Ballota nigra,FALSE
SO2568,Barbarea vulgaris,FALSE
SO2568,Bellis perennis,FALSE
SO2568,Berula erecta,FALSE
SO2568,Brassica napus,FALSE
SO2568,Brassica oleracea,FALSE
SO2568,Brassica rapa,FALSE
SO2568,Bryonia dioica,FALSE
SO2568,Buddleja davidii,FALSE
SO2568,Bupleurum tenuissimum,FALSE
SO2568,Calluna vulgaris,FALSE
SO2568,Caltha palustris,FALSE
SO2568,Calystegia sepium,FALSE
SO2568,Campanula rotundifolia,TRUE
SO2568,Capsella bursa,FALSE
SO2568,Cardamine flexuosa,FALSE
SO2568,Cardamine hirsuta,FALSE
SO2568,Cardamine pratensis,FALSE
SO2568,Carduus nutans,FALSE
SO2568,Carum verticillatum,FALSE
SO2568,Centaurea cyanus,FALSE
SO2568,Centaurea nigra,FALSE
SO2568,Centaurea scabiosa,FALSE
SO2568,Centaurium erythraea,FALSE
SO2568,Cerastium arvense,FALSE
SO2568,Cerastium fontanum,TRUE
SO2568,Cerastium glomeratum,FALSE
SO2568,Ceratocapnos claviculata,FALSE
SO2568,Chaerophyllum temulum,FALSE
SO2568,Chamaemelum nobile,FALSE
SO2568,Chamerion angustifolium,FALSE
SO2568,Chenopodium album,FALSE
SO2568,Chenopodium ficifolium,FALSE
SO2568,Chenopodium quinoa,FALSE
SO2568,Cichorium intybus,FALSE
SO2568,Circaea lutetiana,FALSE
SO2568,Cirsium arvense,TRUE
SO2568,Cirsium eriophorum,FALSE
SO2568,Cirsium palustre,TRUE
SO2568,Cirsium vulgare,FALSE
SO2568,Clematis vitalba,FALSE
SO2568,Clinopodium vulgare,FALSE
SO2568,Conium maculatum,FALSE
SO2568,Conopodium majus,FALSE
SO2568,Convolvulus arvensis,FALSE
SO2568,Conyza canadensis,FALSE
SO2568,Cotoneaster salicifolius,FALSE
SO2568,Crataegus monogyna,FALSE
SO2568,Crepis capillaris,TRUE
SO2568,Crepis vesicaria,FALSE
SO2568,Cruciata laevipes,FALSE
SO2568,Cytisus scoparius,FALSE
SO2568,Dactylorhiza fuchsii,FALSE
SO2568,Dactylorhiza maculata,FALSE
SO2568,Daucus carota,FALSE
SO2568,Digitalis ferruginea,FALSE
SO2568,Digitalis grandiflora,TRUE
SO2568,Digitalis purpurea,TRUE
SO2568,Dioscorea communis,FALSE
SO2568,Doronicum plantagineum,FALSE
SO2568,Drosera anglica,FALSE
SO2568,Drosera rotundifolia,FALSE
SO2568,Dryas octopetala,FALSE
SO2568,Epilobium hirsutum,FALSE
SO2568,Epilobium montanum,FALSE
SO2568,Epilobium obscurum,FALSE
SO2568,Epilobium palustre,FALSE
SO2568,Epilobium parviflorum,FALSE
SO2568,Epilobium roseum,FALSE
SO2568,Epilobium tetragonum,FALSE
SO2568,Erica cinerea,FALSE
SO2568,Erica tetralix,FALSE
SO2568,Eriophorum vaginatum,FALSE
SO2568,Eupatorium cannabinum,FALSE
SO2568,Euphorbia exigua,FALSE
SO2568,Euphorbia helioscopia,FALSE
SO2568,Euphrasia officinalis,FALSE
SO2568,Fagopyrum esculentum,FALSE
SO2568,Fallopia convolvulus,FALSE
SO2568,Filipendula ulmaria,FALSE
SO2568,Fumaria officinalis,FALSE
SO2568,Galeopsis speciosa,FALSE
SO2568,Galeopsis tetrahit,TRUE
SO2568,Galium aparine,TRUE
SO2568,Galium mollugo,FALSE
SO2568,Galium odoratum,FALSE
SO2568,Galium palustre,FALSE
SO2568,Galium saxatile,TRUE
SO2568,Galium verum,FALSE
SO2568,Genista anglica,FALSE
SO2568,Geranium dissectum,FALSE
SO2568,Geranium molle,FALSE
SO2568,Geranium nodosum,FALSE
SO2568,Geranium pratense,FALSE
SO2568,Geranium pyrenaicum,FALSE
SO2568,Geranium robertianum,FALSE
SO2568,Geum urbanum,TRUE
SO2568,Glechoma hederacea,TRUE
SO2568,Hedera helix,FALSE
SO2568,Helianthus annuus,FALSE
SO2568,Heracleum mantegazzianum,FALSE
SO2568,Heracleum sphondylium,FALSE
SO2568,Hippocrepis comosa,FALSE
SO2568,Hordeum vulgare,FALSE
SO2568,Hyacinthoides non,FALSE
SO2568,Hypericum forrestii,FALSE
SO2568,Hypericum perforatum,FALSE
SO2568,Hypericum pulchrum,TRUE
SO2568,Hypericum tetrapterum,FALSE
SO2568,Hypochaeris radicata,TRUE
SO2568,Ilex aquifolium,FALSE
SO2568,Impatiens glandulifera,FALSE
SO2568,Impatiens parviflora,FALSE
SO2568,Iris pseudacorus,FALSE
SO2568,Jacobaea erucifolia,FALSE
SO2568,Jacobaea vulgaris,FALSE
SO2568,Jasione montana,FALSE
SO2568,Juncus conglomeratus,FALSE
SO2568,Juncus effusus,FALSE
SO2568,Knautia arvensis,FALSE
SO2568,Lactuca serriola,FALSE
SO2568,Lamium album,FALSE
SO2568,Lamium galeobdolon,FALSE
SO2568,Lamium purpureum,FALSE
SO2568,Lapsana communis,FALSE
SO2568,Lathyrus aphaca,FALSE
SO2568,Lathyrus linifolius,FALSE
SO2568,Lathyrus pratensis,FALSE
SO2568,Leontodon hispidus,FALSE
SO2568,Leontodon saxatilis,FALSE
SO2568,Leucanthemum vulgare,FALSE
SO2568,Ligusticum scoticum,FALSE
SO2568,Limonium vulgare,FALSE
SO2568,Linaria vulgaris,FALSE
SO2568,Linum catharticum,FALSE
SO2568,Linum usitatissimum,FALSE
SO2568,Lonicera caprifolium,FALSE
SO2568,Lonicera periclymenum,FALSE
SO2568,Lotus angustissimus,FALSE
SO2568,Lotus corniculatus,TRUE
SO2568,Lotus pedunculatus,FALSE
SO2568,Lotus subbiflorus,FALSE
SO2568,Luzula campestris,FALSE
SO2568,Lysimachia nemorum,FALSE
SO2568,Lysimachia punctata,FALSE
SO2568,Lysimachia vulgaris,FALSE
SO2568,Lythrum alatum,FALSE
SO2568,Lythrum salicaria,FALSE
SO2568,Malva sylvestris,FALSE
SO2568,Matricaria chamomilla,FALSE
SO2568,Matricaria discoidea,FALSE
SO2568,Medicago lupulina,FALSE
SO2568,Melampyrum pratense,FALSE
SO2568,Mentha aquatica,FALSE
SO2568,Mentha arvensis,FALSE
SO2568,Mercurialis perennis,FALSE
SO2568,Myosotis arvensis,FALSE
SO2568,Myosotis discolor,TRUE
SO2568,Myosotis sylvatica,FALSE
SO2568,Narthecium ossifragum,FALSE
SO2568,Odontites vernus,FALSE
SO2568,Oenanthe crocata,FALSE
SO2568,Origanum vulgare,FALSE
SO2568,Ornithopus perpusillus,FALSE
SO2568,Oxalis acetosella,FALSE
SO2568,Panicum miliaceum,FALSE
SO2568,Papaver rhoeas,FALSE
SO2568,Pedicularis sylvatica,FALSE
SO2568,Persicaria amplexicaulis,FALSE
SO2568,Persicaria bistorta,FALSE
SO2568,Persicaria hydropiper,FALSE
SO2568,Persicaria lapathifolia,FALSE
SO2568,Persicaria maculosa,FALSE
SO2568,Peucedanum ostruthium,FALSE
SO2568,Picris echioides,FALSE
SO2568,Picris hieracioides,FALSE
SO2568,Pilosella officinarum,TRUE
SO2568,Pimpinella saxifraga,FALSE
SO2568,Pinguicula vulgaris,FALSE
SO2568,Plantago lanceolata,FALSE
SO2568,Plantago major,FALSE
SO2568,Plantago maritima,FALSE
SO2568,Poa annua,FALSE
SO2568,Polygala serpyllifolia,FALSE
SO2568,Polygala vulgaris,FALSE
SO2568,Polygonum aviculare,FALSE
SO2568,Potentilla anglica,FALSE
SO2568,Potentilla anserina,FALSE
SO2568,Potentilla erecta,FALSE
SO2568,Potentilla recta,FALSE
SO2568,Potentilla reptans,FALSE
SO2568,Prunella vulgaris,FALSE
SO2568,Prunus spinosa,FALSE
SO2568,Pulicaria dysenterica,FALSE
SO2568,Ranunculus acris,TRUE
SO2568,Ranunculus bulbosus,TRUE
SO2568,Ranunculus ficaria,FALSE
SO2568,Ranunculus flammula,FALSE
SO2568,Ranunculus repens,TRUE
SO2568,Ranunculus sardous,FALSE
SO2568,Raphanus raphanistrum,FALSE
SO2568,Raphanus sativus,FALSE
SO2568,Rhinanthus minor,FALSE
SO2568,Rosa arvensis,FALSE
SO2568,Rosa canina,FALSE
SO2568,Rubus caesius,FALSE
SO2568,Rubus fruticosus,TRUE
SO2568,Rubus idaeus,FALSE
SO2568,Rumex acetosa,TRUE
SO2568,Rumex acetosella,TRUE
SO2568,Rumex crispus,FALSE
SO2568,Rumex obtusifolius,FALSE
SO2568,Rumex sanguineus,FALSE
SO2568,Sagina saginoides,FALSE
SO2568,Sambucus nigra,TRUE
SO2568,Sanguisorba officinalis,FALSE
SO2568,Scorzoneroides autumnalis,TRUE
SO2568,Scrophularia auriculata,FALSE
SO2568,Scrophularia nodosa,FALSE
SO2568,Sedum anglicum,FALSE
SO2568,Senecio erucifolius,FALSE
SO2568,Senecio jacobaea,FALSE
SO2568,Senecio vulgaris,FALSE
SO2568,Sherardia arvensis,FALSE
SO2568,Silene dioica,FALSE
SO2568,Silene latifolia,FALSE
SO2568,Silybum marianum,FALSE
SO2568,Sinapis alba,FALSE
SO2568,Sinapis arvensis,FALSE
SO2568,Sisymbrium officinale,FALSE
SO2568,Solanum dulcamara,FALSE
SO2568,Solanum nigrum,FALSE
SO2568,Solanum tuberosum,FALSE
SO2568,Sonchus arvensis,FALSE
SO2568,Sonchus asper,FALSE
SO2568,Sonchus oleraceus,FALSE
SO2568,Sorbus aucuparia,FALSE
SO2568,Spergula arvensis,FALSE
SO2568,Spergularia media,FALSE
SO2568,Stachys arvensis,FALSE
SO2568,Stachys palustris,FALSE
SO2568,Stachys sylvatica,FALSE
SO2568,Stellaria alsine,FALSE
SO2568,Stellaria graminea,TRUE
SO2568,Stellaria holostea,TRUE
SO2568,Stellaria media,FALSE
SO2568,Suaeda maritima,FALSE
SO2568,Succisa pratensis,FALSE
SO2568,Symphytum officinale,FALSE
SO2568,Taraxacum agg,FALSE
SO2568,Taraxacum officinale,TRUE
SO2568,Teucrium scorodonia,FALSE
SO2568,Thlaspi arvense,FALSE
SO2568,Thymus polytrichus,FALSE
SO2568,Thymus vulgaris,FALSE
SO2568,Torilis japonica,FALSE
SO2568,Tragopogon pratensis,FALSE
SO2568,Trientalis europaea,FALSE
SO2568,Trifolium arvense,FALSE
SO2568,Trifolium campestre,FALSE
SO2568,Trifolium constantinopolitanum,FALSE
SO2568,Trifolium dubium,FALSE
SO2568,Trifolium pratense,FALSE
SO2568,Trifolium repens,TRUE
SO2568,Tripleurospermum inodorum,FALSE
SO2568,Tripleurospermum maritimum,FALSE
SO2568,Turgenia latifolia,FALSE
SO2568,Ulex europaeus,TRUE
SO2568,Ulex gallii,TRUE
SO2568,Urtica dioica,TRUE
SO2568,Vaccinium myrtillus,FALSE
SO2568,Vaccinium oxycoccos,FALSE
SO2568,Vaccinium vitis,FALSE
SO2568,Valeriana dioica,FALSE
SO2568,Valeriana officinalis,FALSE
SO2568,Verbena officinalis,FALSE
SO2568,Verbena x,FALSE
SO2568,Veronica agrestis,TRUE
SO2568,Veronica arvensis,TRUE
SO2568,Veronica beccabunga,FALSE
SO2568,Veronica chamaedrys,TRUE
SO2568,Veronica hederifolia,FALSE
SO2568,Veronica montana,TRUE
SO2568,Veronica officinalis,FALSE
SO2568,Veronica persica,FALSE
SO2568,Veronica polita,FALSE
SO2568,Veronica serpyllifolia,TRUE
SO2568,Vicia benghalensis,FALSE
SO2568,Vicia cracca,FALSE
SO2568,Vicia faba,FALSE
SO2568,Vicia hirsuta,FALSE
SO2568,Vicia lutea,FALSE
SO2568,Vicia sativa,FALSE
SO2568,Vicia sepium,FALSE
SO2568,Vicia spp,FALSE
SO2568,Vicia tetrasperma,FALSE
SO2568,Viola arvensis,FALSE
SO2568,Viola canina,FALSE
SO2568,Viola palustris,FALSE
SO2568,Viola riviniana,FALSE
SO2568,Zea mays,FALSE
SO3129,Acer pseudoplatanus,FALSE
SO3129,Achillea millefolium,FALSE
SO3129,Achillea ptarmica,FALSE
SO3129,Aegopodium podagraria,FALSE
SO3129,Aethusa cynapium,FALSE
SO3129,Ajuga reptans,FALSE
SO3129,Alliaria petiolata,FALSE
SO3129,Alnus glutinosa,FALSE
SO3129,Anagallis arvensis,FALSE
SO3129,Anchusa arvensis,FALSE
SO3129,Anemone nemorosa,FALSE
SO3129,Angelica sylvestris,FALSE
SO3129,Anthemis cotula,FALSE
SO3129,Anthriscus caucalis,FALSE
SO3129,Anthriscus sylvestris,FALSE
SO3129,Apium nodiflorum,FALSE
SO3129,Armeria maritima,FALSE
SO3129,Artemisia absinthium,FALSE
SO3129,Artemisia annua,FALSE
SO3129,Artemisia vulgaris,FALSE
SO3129,Aster tripolium,FALSE
SO3129,Atriplex patula,FALSE
SO3129,Atriplex portulacoides,FALSE
SO3129,Ballota nigra,FALSE
SO3129,Barbarea vulgaris,FALSE
SO3129,Bellis perennis,TRUE
SO3129,Berula erecta,FALSE
SO3129,Brassica napus,FALSE
SO3129,Brassica oleracea,FALSE
SO3129,Brassica rapa,FALSE
SO3129,Bryonia dioica,FALSE
SO3129,Buddleja davidii,FALSE
SO3129,Bupleurum tenuissimum,FALSE
SO3129,Calluna vulgaris,FALSE
SO3129,Caltha palustris,FALSE
SO3129,Calystegia sepium,TRUE
SO3129,Campanula rotundifolia,FALSE
SO3129,Capsella bursa,FALSE
SO3129,Cardamine flexuosa,FALSE
SO3129,Cardamine hirsuta,FALSE
SO3129,Cardamine pratensis,TRUE
SO3129,Carduus nutans,FALSE
SO3129,Carum verticillatum,FALSE
SO3129,Centaurea cyanus,FALSE
SO3129,Centaurea nigra,FALSE
SO3129,Centaurea scabiosa,FALSE
SO3129,Centaurium erythraea,FALSE
SO3129,Cerastium arvense,FALSE
SO3129,Cerastium fontanum,TRUE
SO3129,Cerastium glomeratum,FALSE
SO3129,Ceratocapnos claviculata,FALSE
SO3129,Chaerophyllum temulum,FALSE
SO3129,Chamaemelum nobile,FALSE
SO3129,Chamerion angustifolium,FALSE
SO3129,Chenopodium album,FALSE
SO3129,Chenopodium ficifolium,FALSE
SO3129,Chenopodium quinoa,FALSE
SO3129,Cichorium intybus,FALSE
SO3129,Circaea lutetiana,TRUE
SO3129,Cirsium arvense,TRUE
SO3129,Cirsium eriophorum,FALSE
SO3129,Cirsium palustre,TRUE
SO3129,Cirsium vulgare,FALSE
SO3129,Clematis vitalba,FALSE
SO3129,Clinopodium vulgare,FALSE
SO3129,Conium maculatum,FALSE
SO3129,Conopodium majus,TRUE
SO3129,Convolvulus arvensis,FALSE
SO3129,Conyza canadensis,FALSE
SO3129,Cotoneaster salicifolius,FALSE
SO3129,Crataegus monogyna,FALSE
SO3129,Crepis capillaris,FALSE
SO3129,Crepis vesicaria,FALSE
