sciname,study_id,fct_code_orig,validation_2023,nut_per_species_per_study,country_origin_study,country_origin_sample.vNM,country_origin_sample.detail,sample_year,sample_month,Processing,Processing.detail,other_ingredients.vNM,other_ingredients.vNM.detail,Preparation,Preparation.detail,Wild.Farmed,relative_weight,Parts,Parts.detail,per_edible_prop,class,order,family,genus,sciname_orig,common_name,food_name,food_name_orig,fao_taxocode,fao_3a_code,sau_species_code,isscaap_code,phylum,kingdom,common_name_detailed,food_prep,food_prep_detailed,food_part,food_part_detailed,prod_catg,other_ingredients,study_type,country_origin_sample,country,species_edible_prop,notes,nutrient_type,nutrient,nutrient_orig,nutrient_desc,nutrient_code_fao,value,value_tr,nutrient_units,portion_size,SpecCode,genus_usedby_SHY,family_usedby_SHY,order_usedby_SHY,class_usedby_SHY,best_DemersPelag,best_DemersPelag_level,best_EnvTemp,best_EnvTemp_level,best_DepthRangeDeep,best_DepthRangeDeep_level,best_Lmax,best_Lmax_level,best_Lm,best_Lm_level,best_K,best_K_level,best_tm,best_tm_level,best_Troph,best_Troph_level,best_Pelagic,best_Pelagic_level,best_Benthic,best_Benthic_level,best_Sessile,best_Sessile_level,best_Mobile,best_Mobile_level,best_SoftBottom,best_SoftBottom_level,best_Sand,best_Sand_level,best_Coarse,best_Coarse_level,best_Fine,best_Fine_level,best_Level,best_Level_level,best_Sloping,best_Sloping_level,best_Silt,best_Silt_level,best_Mud,best_Mud_level,best_Ooze,best_Ooze_level,best_Detritus,best_Detritus_level,best_Organic,best_Organic_level,best_HardBottom,best_HardBottom_level,best_Rocky,best_Rocky_level,best_Rubble,best_Rubble_level,best_Gravel,best_Gravel_level,best_Macrophyte,best_Macrophyte_level,best_BedsBivalve,best_BedsBivalve_level,best_BedsRock,best_BedsRock_level,best_SeaGrassBeds,best_SeaGrassBeds_level,best_BedsOthers,best_BedsOthers_level,best_CoralReefs,best_CoralReefs_level,best_ReefExclusive,best_ReefExclusive_level,best_DropOffs,best_DropOffs_level,best_ReefFlats,best_ReefFlats_level,best_Lagoons,best_Lagoons_level,best_Burrows,best_Burrows_level,best_Tunnels,best_Tunnels_level,best_Crevices,best_Crevices_level,best_Vents,best_Vents_level,best_Seamounts,best_Seamounts_level,best_DeepWaterCorals,best_DeepWaterCorals_level,best_Vegetation,best_Vegetation_level,best_Marine,best_Marine_level,best_Neritic,best_Neritic_level,best_Oceanic,best_Oceanic_level,best_BrackishWater,best_BrackishWater_level,best_FreshWater,best_FreshWater_level,best_Parasitism,best_Parasitism_level,best_Solitary,best_Solitary_level,best_Symbiosis,best_Symbiosis_level,best_Symphorism,best_Symphorism_level,best_Commensalism,best_Commensalism_level,best_Mutualism,best_Mutualism_level,best_Epiphytic,best_Epiphytic_level
Cancer polydon,LATINFOODS,E229,YF,2,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer polydon,NA,NA,"Jaiba, peluda, carapacho, cocida",NA,NA,NA,NA,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Calcium,Calcium,Calcium,CA,161,,mg,per 100g,NA,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,tropical,species,351,genus,17.7,genus,9.769999928,genus,0.48,species,NA,NA,3.98,genus,0,genus,1,genus,0,genus,1,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,1,species,1,genus,0,genus,0,species,0,species,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus
Cancer polydon,LATINFOODS,E230,YF,2,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer polydon,NA,NA,"Jaiba, peluda, patas, cocida",NA,NA,NA,NA,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Potassium,Potassium,Potassium,K,295,,mg,per 100g,NA,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,tropical,species,351,genus,17.7,genus,9.769999928,genus,0.48,species,NA,NA,3.98,genus,0,genus,1,genus,0,genus,1,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,1,species,1,genus,0,genus,0,species,0,species,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus
Cancer polydon,LATINFOODS,E230,YF,2,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer polydon,NA,NA,"Jaiba, peluda, patas, cocida",NA,NA,NA,NA,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,"Iron, total",Iron_total,Total iron is sum of heme and non-heme iron,FE,0.59,,mg,per 100g,NA,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,tropical,species,351,genus,17.7,genus,9.769999928,genus,0.48,species,NA,NA,3.98,genus,0,genus,1,genus,0,genus,1,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,1,species,1,genus,0,genus,0,species,0,species,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus
Cancer polydon,LATINFOODS,E229,YF,2,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer polydon,NA,NA,"Jaiba, peluda, carapacho, cocida",NA,NA,NA,NA,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,"Iron, total",Iron_total,Total iron is sum of heme and non-heme iron,FE,2.27,,mg,per 100g,NA,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,tropical,species,351,genus,17.7,genus,9.769999928,genus,0.48,species,NA,NA,3.98,genus,0,genus,1,genus,0,genus,1,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,1,species,1,genus,0,genus,0,species,0,species,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus
Cancer polydon,LATINFOODS,E230,YF,2,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer polydon,NA,NA,"Jaiba, peluda, patas, cocida",NA,NA,NA,NA,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Phosphorus,Phosphorus,Phosphorus,P,167,,mg,per 100g,NA,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,tropical,species,351,genus,17.7,genus,9.769999928,genus,0.48,species,NA,NA,3.98,genus,0,genus,1,genus,0,genus,1,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,1,species,1,genus,0,genus,0,species,0,species,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus
Cancer polydon,LATINFOODS,E229,YF,2,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer polydon,NA,NA,"Jaiba, peluda, carapacho, cocida",NA,NA,NA,NA,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Potassium,Potassium,Potassium,K,308,,mg,per 100g,NA,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,tropical,species,351,genus,17.7,genus,9.769999928,genus,0.48,species,NA,NA,3.98,genus,0,genus,1,genus,0,genus,1,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,1,species,1,genus,0,genus,0,species,0,species,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus
Cancer polydon,LATINFOODS,E229,YF,2,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer polydon,NA,NA,"Jaiba, peluda, carapacho, cocida",NA,NA,NA,NA,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Sodium,Sodium,Sodium,NA,964,,mg,per 100g,NA,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,tropical,species,351,genus,17.7,genus,9.769999928,genus,0.48,species,NA,NA,3.98,genus,0,genus,1,genus,0,genus,1,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,1,species,1,genus,0,genus,0,species,0,species,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus
Cancer polydon,LATINFOODS,E229,YF,2,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer polydon,NA,NA,"Jaiba, peluda, carapacho, cocida",NA,NA,NA,NA,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Phosphorus,Phosphorus,Phosphorus,P,251,,mg,per 100g,NA,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,tropical,species,351,genus,17.7,genus,9.769999928,genus,0.48,species,NA,NA,3.98,genus,0,genus,1,genus,0,genus,1,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,1,species,1,genus,0,genus,0,species,0,species,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus
Cancer polydon,LATINFOODS,E230,YF,2,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer polydon,NA,NA,"Jaiba, peluda, patas, cocida",NA,NA,NA,NA,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Sodium,Sodium,Sodium,NA,460,,mg,per 100g,NA,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,tropical,species,351,genus,17.7,genus,9.769999928,genus,0.48,species,NA,NA,3.98,genus,0,genus,1,genus,0,genus,1,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,1,species,1,genus,0,genus,0,species,0,species,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus
Cancer polydon,LATINFOODS,E230,YF,2,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer polydon,NA,NA,"Jaiba, peluda, patas, cocida",NA,NA,NA,NA,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Calcium,Calcium,Calcium,CA,189,,mg,per 100g,NA,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,tropical,species,351,genus,17.7,genus,9.769999928,genus,0.48,species,NA,NA,3.98,genus,0,genus,1,genus,0,genus,1,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,1,species,1,genus,0,genus,0,species,0,species,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus
Cancer porteri,LATINFOODS,E232,YF,1,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer porteri,NA,NA,"Jaiba, reina, patas, cocida",2310901011,QPR,153509,42,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Sodium,Sodium,Sodium,NA,293,,mg,per 100g,153509,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,subtropical,species,350,species,12.3,species,8.3,species,0.542,species,NA,NA,3.98,genus,0,species,1,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Cancer porteri,LATINFOODS,E231,YF,1,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer porteri,NA,NA,"Jaiba, reina, carapacho, cocida",2310901011,QPR,153509,42,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Calcium,Calcium,Calcium,CA,544,,mg,per 100g,153509,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,subtropical,species,350,species,12.3,species,8.3,species,0.542,species,NA,NA,3.98,genus,0,species,1,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Cancer porteri,LATINFOODS,E232,YF,1,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer porteri,NA,NA,"Jaiba, reina, patas, cocida",2310901011,QPR,153509,42,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,"Iron, total",Iron_total,Total iron is sum of heme and non-heme iron,FE,0.8,,mg,per 100g,153509,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,subtropical,species,350,species,12.3,species,8.3,species,0.542,species,NA,NA,3.98,genus,0,species,1,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Cancer porteri,LATINFOODS,E232,YF,1,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer porteri,NA,NA,"Jaiba, reina, patas, cocida",2310901011,QPR,153509,42,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Potassium,Potassium,Potassium,K,181,,mg,per 100g,153509,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,subtropical,species,350,species,12.3,species,8.3,species,0.542,species,NA,NA,3.98,genus,0,species,1,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Cancer porteri,LATINFOODS,E232,YF,1,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer porteri,NA,NA,"Jaiba, reina, patas, cocida",2310901011,QPR,153509,42,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Phosphorus,Phosphorus,Phosphorus,P,175,,mg,per 100g,153509,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,subtropical,species,350,species,12.3,species,8.3,species,0.542,species,NA,NA,3.98,genus,0,species,1,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Cancer porteri,LATINFOODS,E232,YF,1,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer porteri,NA,NA,"Jaiba, reina, patas, cocida",2310901011,QPR,153509,42,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Calcium,Calcium,Calcium,CA,94,,mg,per 100g,153509,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,subtropical,species,350,species,12.3,species,8.3,species,0.542,species,NA,NA,3.98,genus,0,species,1,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Cancer porteri,LATINFOODS,E231,YF,1,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer porteri,NA,NA,"Jaiba, reina, carapacho, cocida",2310901011,QPR,153509,42,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,"Iron, total",Iron_total,Total iron is sum of heme and non-heme iron,FE,2.07,,mg,per 100g,153509,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,subtropical,species,350,species,12.3,species,8.3,species,0.542,species,NA,NA,3.98,genus,0,species,1,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Cancer porteri,LATINFOODS,E231,YF,1,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer porteri,NA,NA,"Jaiba, reina, carapacho, cocida",2310901011,QPR,153509,42,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Potassium,Potassium,Potassium,K,259,,mg,per 100g,153509,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,subtropical,species,350,species,12.3,species,8.3,species,0.542,species,NA,NA,3.98,genus,0,species,1,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Cancer porteri,LATINFOODS,E231,YF,1,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer porteri,NA,NA,"Jaiba, reina, carapacho, cocida",2310901011,QPR,153509,42,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Phosphorus,Phosphorus,Phosphorus,P,618,,mg,per 100g,153509,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,subtropical,species,350,species,12.3,species,8.3,species,0.542,species,NA,NA,3.98,genus,0,species,1,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Cancer porteri,LATINFOODS,E231,YF,1,CHL,,,,,cooked,cooked,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,cancridae,cancer,Cancer porteri,NA,NA,"Jaiba, reina, carapacho, cocida",2310901011,QPR,153509,42,arthropoda,animalia,NA,cooked,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),FAO Latin Foods,FAO Latin Foods,NA,NA,Mineral,Sodium,Sodium,Sodium,NA,674,,mg,per 100g,153509,Cancer,Cancridae,Decapoda,Malacostraca,benthic,species,subtropical,species,350,species,12.3,species,8.3,species,0.542,species,NA,NA,3.98,genus,0,species,1,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Cantharus lineatus,268,NA,Y,1,GRC_USA,GRC,,1990,November,raw,raw,,,none,none,wild capture,,muscle tissue,edible,NA,gastropoda,neogastropoda,buccinidae,cantharus,Cantharus lineatus,black bream,Black bream,NA,NA,NA,NA,NA,mollusca,animalia,black bream,raw,NA,muscle tissue,NA,wild capture,NA,Peer-reviewed literature,GRC,Greece,NA,NA,Mineral,Manganese,Manganese,Manganese,MN,0.5,,mg,per 100g,NA,Cantharus,Buccinidae,Neogastropoda,Gastropoda,benthic,family,subtropical,family,195,family,8.588166667,family,7.216666667,family,0.22525,family,5.310019419,family,2.675,family,0,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus
Cantharus lineatus,268,NA,Y,1,GRC_USA,GRC,,1990,November,raw,raw,,,none,none,wild capture,,muscle tissue,edible,NA,gastropoda,neogastropoda,buccinidae,cantharus,Cantharus lineatus,black bream,Black bream,NA,NA,NA,NA,NA,mollusca,animalia,black bream,raw,NA,muscle tissue,NA,wild capture,NA,Peer-reviewed literature,GRC,Greece,NA,NA,Mineral,Magnesium,Magnesium,Magnesium,MG,22,,mg,per 100g,NA,Cantharus,Buccinidae,Neogastropoda,Gastropoda,benthic,family,subtropical,family,195,family,8.588166667,family,7.216666667,family,0.22525,family,5.310019419,family,2.675,family,0,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus
Cantharus lineatus,268,NA,Y,1,GRC_USA,GRC,,1990,November,raw,raw,,,none,none,wild capture,,muscle tissue,edible,NA,gastropoda,neogastropoda,buccinidae,cantharus,Cantharus lineatus,black bream,Black bream,NA,NA,NA,NA,NA,mollusca,animalia,black bream,raw,NA,muscle tissue,NA,wild capture,NA,Peer-reviewed literature,GRC,Greece,NA,NA,Mineral,"Iron, total",Iron_total,Total iron is sum of heme and non-heme iron,FE,7.8,,mg,per 100g,NA,Cantharus,Buccinidae,Neogastropoda,Gastropoda,benthic,family,subtropical,family,195,family,8.588166667,family,7.216666667,family,0.22525,family,5.310019419,family,2.675,family,0,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,1,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus,0,genus
