x1km_square,species,n_observed,genus
NC0429,Anasimyia contracta,0,Anasimyia
NC0429,Anasimyia lineata,0,Anasimyia
NC0429,Anasimyia transfuga,0,Anasimyia
NC0429,Andrena alfkenella,0,Andrena
NC0429,Andrena angustior,0,Andrena
NC0429,Andrena bicolor,0,Andrena
NC0429,Andrena bucephala,0,Andrena
NC0429,Andrena chrysosceles,0,Andrena
NC0429,Andrena cineraria,0,Andrena
NC0429,Andrena coitana,0,Andrena
NC0429,Andrena denticulata,0,Andrena
NC0429,Andrena dorsata,0,Andrena
NC0429,Andrena flavipes,0,Andrena
NC0429,Andrena fucata,0,Andrena
NC0429,Andrena fulva,0,Andrena
NC0429,Andrena haemorrhoa,0,Andrena
NC0429,Andrena helvola,0,Andrena
NC0429,Andrena humilis,0,Andrena
NC0429,Andrena lapponica,0,Andrena
NC0429,Andrena minutula,0,Andrena
NC0429,Andrena nigriceps,0,Andrena
NC0429,Andrena nigroaenea,0,Andrena
NC0429,Andrena nitida,0,Andrena
NC0429,Andrena scotica,0,Andrena
NC0429,Andrena semilaevis,0,Andrena
NC0429,Andrena subopaca,0,Andrena
NC0429,Andrena synadelpha,0,Andrena
NC0429,Andrena tarsata,0,Andrena
NC0429,Andrena thoracica,0,Andrena
NC0429,Andrena trimmerana,0,Andrena
NC0429,Andrena wilkella,0,Andrena
NC0429,Anthidium manicatum,0,Anthidium
NC0429,Anthophora furcata,0,Anthophora
NC0429,Anthophora plumipes,0,Anthophora
NC0429,Apis mellifera,0,Apis
NC0429,Arctophila superbiens,0,Arctophila
NC0429,Bombus barbutellus,0,Bombus
NC0429,Bombus bohemicus,0,Bombus
NC0429,Bombus campestris,0,Bombus
NC0429,Bombus hortorum,0,Bombus
NC0429,Bombus humilis,0,Bombus
NC0429,Bombus hypnorum,0,Bombus
NC0429,Bombus jonellus,0,Bombus
NC0429,Bombus lapidarius,0,Bombus
NC0429,Bombus lucorum,0,Bombus
NC0429,Bombus monticola,0,Bombus
NC0429,Bombus muscorum,0,Bombus
NC0429,Bombus pascuorum,0,Bombus
NC0429,Bombus pratorum,0,Bombus
NC0429,Bombus ruderarius,0,Bombus
NC0429,Bombus ruderatus,0,Bombus
NC0429,Bombus rupestris,0,Bombus
NC0429,Bombus soroeensis,0,Bombus
NC0429,Bombus sylvestris,0,Bombus
NC0429,Bombus terrestris,0,Bombus
NC0429,Bombus vestalis,0,Bombus
NC0429,Chalcosyrphus nemorum,0,Chalcosyrphus
NC0429,Cheilosia albitarsis,0,Cheilosia
NC0429,Cheilosia bergenstammi,0,Cheilosia
NC0429,Cheilosia fraterna,0,Cheilosia
NC0429,Cheilosia illustrata,0,Cheilosia
NC0429,Cheilosia lasiopa,0,Cheilosia
NC0429,Cheilosia latifrons,0,Cheilosia
NC0429,Cheilosia pagana,0,Cheilosia
NC0429,Cheilosia proxima,0,Cheilosia
NC0429,Cheilosia soror,0,Cheilosia
NC0429,Cheilosia vernalis,0,Cheilosia
NC0429,Chelostoma campanularum,0,Chelostoma
NC0429,Chrysogaster cemiteriorum,0,Chrysogaster
NC0429,Chrysogaster virescens,0,Chrysogaster
NC0429,Chrysotoxum arcuatum,0,Chrysotoxum
NC0429,Chrysotoxum bicinctum,0,Chrysotoxum
NC0429,Chrysotoxum festivum,0,Chrysotoxum
NC0429,Chrysotoxum verralli,0,Chrysotoxum
NC0429,Coelioxys elongata,0,Coelioxys
NC0429,Coelioxys inermis,0,Coelioxys
NC0429,Colletes similis,0,Colletes
NC0429,Colletes succinctus,0,Colletes
NC0429,Dasypoda hirtipes,0,Dasypoda
NC0429,Dasysyrphus albostriatus,0,Dasysyrphus
NC0429,Dasysyrphus neovenustus,0,Dasysyrphus
NC0429,Dasysyrphus tricinctus,0,Dasysyrphus
NC0429,Dasysyrphus venustus,0,Dasysyrphus
NC0429,Epistrophe grossulariae,0,Epistrophe
NC0429,Episyrphus balteatus,1,Episyrphus
NC0429,Eristalinus aeneus,0,Eristalinus
NC0429,Eristalinus sepulchralis,0,Eristalinus
NC0429,Eristalis abusiva,0,Eristalis
NC0429,Eristalis abusivus,0,Eristalis
NC0429,Eristalis arbustorum,0,Eristalis
NC0429,Eristalis horticola,0,Eristalis
NC0429,Eristalis intricaria,0,Eristalis
NC0429,Eristalis intricarius,0,Eristalis
NC0429,Eristalis nemorum,0,Eristalis
NC0429,Eristalis pertinax,0,Eristalis
NC0429,Eristalis rupium,0,Eristalis
NC0429,Eristalis tenax,0,Eristalis
NC0429,Eucera longicornis,0,Eucera
NC0429,Eumerus funeralis,0,Eumerus
NC0429,Eumerus ornatus,0,Eumerus
NC0429,Eumerus strigatus,0,Eumerus
NC0429,Eupeodes corollae,0,Eupeodes
NC0429,Eupeodes latifasciatus,0,Eupeodes
NC0429,Eupeodes luniger,0,Eupeodes
NC0429,Ferdinandea cuprea,0,Ferdinandea
NC0429,Halictus confusus,0,Halictus
NC0429,Halictus eurygnathus,0,Halictus
NC0429,Halictus rubicundus,0,Halictus
NC0429,Halictus tumulorum,0,Halictus
NC0429,Helophilus hybridus,0,Helophilus
NC0429,Helophilus pendulus,0,Helophilus
NC0429,Helophilus trivittatus,0,Helophilus
NC0429,Hylaeus brevicornis,0,Hylaeus
NC0429,Hylaeus communis,0,Hylaeus
NC0429,Hylaeus confusus,0,Hylaeus
NC0429,Hylaeus dilatatus,0,Hylaeus
NC0429,Hylaeus hyalinatus,0,Hylaeus
NC0429,Hylaeus pectoralis,0,Hylaeus
NC0429,Lasioglossum albipes,0,Lasioglossum
NC0429,Lasioglossum calceatum,0,Lasioglossum
NC0429,Lasioglossum cupromicans,0,Lasioglossum
NC0429,Lasioglossum fratellum,0,Lasioglossum
NC0429,Lasioglossum fulvicorne,0,Lasioglossum
NC0429,Lasioglossum laevigatum,0,Lasioglossum
NC0429,Lasioglossum lativentre,0,Lasioglossum
NC0429,Lasioglossum leucopus,0,Lasioglossum
NC0429,Lasioglossum leucozonium,0,Lasioglossum
NC0429,Lasioglossum malachurum,0,Lasioglossum
NC0429,Lasioglossum minutissimum,0,Lasioglossum
NC0429,Lasioglossum morio,0,Lasioglossum
NC0429,Lasioglossum parvulum,0,Lasioglossum
NC0429,Lasioglossum pauperatum,0,Lasioglossum
NC0429,Lasioglossum pauxillum,0,Lasioglossum
NC0429,Lasioglossum punctatissimum,0,Lasioglossum
NC0429,Lasioglossum puncticolle,0,Lasioglossum
NC0429,Lasioglossum quadrinotatum,0,Lasioglossum
NC0429,Lasioglossum rufitarse,0,Lasioglossum
NC0429,Lasioglossum smeathmanellum,0,Lasioglossum
NC0429,Lasioglossum villosulum,0,Lasioglossum
NC0429,Lasioglossum xanthopus,0,Lasioglossum
NC0429,Lasioglossum zonulum,0,Lasioglossum
NC0429,Lejogaster metallina,0,Lejogaster
NC0429,Leucozona glaucia,0,Leucozona
NC0429,Leucozona laternaria,0,Leucozona
NC0429,Macropis europaea,0,Macropis
NC0429,Megachile centuncularis,0,Megachile
NC0429,Megachile ligniseca,0,Megachile
NC0429,Megachile versicolor,0,Megachile
NC0429,Megachile willughbiella,0,Megachile
NC0429,Melangyna cincta,0,Melangyna
NC0429,Melangyna labiatarum,0,Melangyna
NC0429,Melangyna lasiophthalma,0,Melangyna
NC0429,Melangyna umbellatarum,0,Melangyna
NC0429,Melanogaster aerosa,0,Melanogaster
NC0429,Melanogaster hirtella,2,Melanogaster
NC0429,Melanostoma form,0,Melanostoma
NC0429,Melanostoma mellinum,0,Melanostoma
NC0429,Melanostoma scalare,0,Melanostoma
NC0429,Meliscaeva auricollis,0,Meliscaeva
NC0429,Meliscaeva cinctella,0,Meliscaeva
NC0429,Melitta leporina,0,Melitta
NC0429,Merodon equestris,0,Merodon
NC0429,Myathropa florea,0,Myathropa
NC0429,Neoascia geniculata,0,Neoascia
NC0429,Neoascia meticulosa,0,Neoascia
NC0429,Neoascia podagrica,0,Neoascia
NC0429,Neoascia tenur,0,Neoascia
NC0429,Nomada fabriciana,0,Nomada
NC0429,Nomada flava,0,Nomada
NC0429,Nomada flavoguttata,0,Nomada
NC0429,Nomada flavopicta,0,Nomada
NC0429,Nomada fucata,0,Nomada
NC0429,Nomada goodeniana,0,Nomada
NC0429,Nomada lathburiana,0,Nomada
NC0429,Nomada marshamella,0,Nomada
NC0429,Nomada obtusifrons,0,Nomada
NC0429,Nomada panzeri,0,Nomada
NC0429,Nomada ruficornis,0,Nomada
NC0429,Nomada striata,0,Nomada
NC0429,Orthonevra nobilis,0,Orthonevra
NC0429,Osmia bicolor,0,Osmia
NC0429,Osmia bicornis,0,Osmia
NC0429,Osmia caerulescens,0,Osmia
NC0429,Osmia leaiana,0,Osmia
NC0429,Osmia spinulosa,0,Osmia
NC0429,Panurgus banksianus,0,Panurgus
NC0429,Panurgus calcaratus,0,Panurgus
NC0429,Parasyrphus punctulatus,0,Parasyrphus
NC0429,Parhelophilus frutetorum,0,Parhelophilus
NC0429,Parhelophilus versicolor,0,Parhelophilus
NC0429,Pipiza bimaculata,0,Pipiza
NC0429,Pipizella viduata,0,Pipizella
NC0429,Platycheirus albimanus,0,Platycheirus
NC0429,Platycheirus clypeatus,0,Platycheirus
NC0429,Platycheirus granditarsus,0,Platycheirus
NC0429,Platycheirus manicatus,0,Platycheirus
NC0429,Platycheirus nielseni,0,Platycheirus
NC0429,Platycheirus peltatus,0,Platycheirus
NC0429,Platycheirus ramsarensis,0,Platycheirus
NC0429,Platycheirus rosarum,0,Platycheirus
NC0429,Platycheirus scutatus,0,Platycheirus
NC0429,Platycheirus tarsalis,0,Platycheirus
NC0429,Rhingia campestris,0,Rhingia
NC0429,Rhingia rostrata,0,Rhingia
NC0429,Riponnensia splendens,0,Riponnensia
NC0429,Scaeva pyrastri,0,Scaeva
NC0429,Scaeva selenitica,0,Scaeva
NC0429,Sericomyia lappona,0,Sericomyia
NC0429,Sericomyia silentis,0,Sericomyia
NC0429,Sericomyia superbiens,0,Sericomyia
NC0429,Sphaerophoria fatarum,0,Sphaerophoria
NC0429,Sphaerophoria interrupta,0,Sphaerophoria
NC0429,Sphaerophoria philanthus,0,Sphaerophoria
NC0429,Sphaerophoria rueppellii,0,Sphaerophoria
NC0429,Sphaerophoria scripta,0,Sphaerophoria
NC0429,Sphaerophoria taeniata,0,Sphaerophoria
NC0429,Sphecodes crassus,0,Sphecodes
NC0429,Sphecodes ephippius,0,Sphecodes
NC0429,Sphecodes ferruginatus,0,Sphecodes
NC0429,Sphecodes geoffrellus,0,Sphecodes
NC0429,Sphecodes monilicornis,0,Sphecodes
NC0429,Sphecodes niger,0,Sphecodes
NC0429,Sphegina clunipes,0,Sphegina
NC0429,Syritta pipiens,0,Syritta
NC0429,Syrphus rectus,0,Syrphus
NC0429,Syrphus ribesii,1,Syrphus
NC0429,Syrphus torvus,1,Syrphus
NC0429,Syrphus vitripennis,1,Syrphus
NC0429,Tropidia scita,0,Tropidia
NC0429,Volucella bombylans,0,Volucella
NC0429,Volucella inanis,0,Volucella
NC0429,Volucella inflata,0,Volucella
NC0429,Volucella pellucens,0,Volucella
NC0429,Xanthogramma pedissequum,0,Xanthogramma
NC0429,Xanthogramma stackelbergi,0,Xanthogramma
NC0429,Xylota abiens,0,Xylota
NC0429,Xylota jakutorum,0,Xylota
NC0429,Xylota segnis,1,Xylota
NC0429,Xylota sylvarum,0,Xylota
NC2313,Anasimyia contracta,0,Anasimyia
NC2313,Anasimyia lineata,0,Anasimyia
NC2313,Anasimyia transfuga,0,Anasimyia
NC2313,Andrena alfkenella,0,Andrena
NC2313,Andrena angustior,0,Andrena
NC2313,Andrena bicolor,0,Andrena
NC2313,Andrena bucephala,0,Andrena
NC2313,Andrena chrysosceles,0,Andrena
NC2313,Andrena cineraria,0,Andrena
NC2313,Andrena coitana,0,Andrena
NC2313,Andrena denticulata,0,Andrena
NC2313,Andrena dorsata,0,Andrena
NC2313,Andrena flavipes,0,Andrena
NC2313,Andrena fucata,0,Andrena
NC2313,Andrena fulva,0,Andrena
NC2313,Andrena haemorrhoa,0,Andrena
NC2313,Andrena helvola,0,Andrena
NC2313,Andrena humilis,0,Andrena
NC2313,Andrena lapponica,0,Andrena
NC2313,Andrena minutula,0,Andrena
NC2313,Andrena nigriceps,0,Andrena
NC2313,Andrena nigroaenea,0,Andrena
NC2313,Andrena nitida,0,Andrena
NC2313,Andrena scotica,0,Andrena
NC2313,Andrena semilaevis,0,Andrena
NC2313,Andrena subopaca,0,Andrena
NC2313,Andrena synadelpha,0,Andrena
NC2313,Andrena tarsata,0,Andrena
NC2313,Andrena thoracica,0,Andrena
NC2313,Andrena trimmerana,0,Andrena
NC2313,Andrena wilkella,0,Andrena
NC2313,Anthidium manicatum,0,Anthidium
NC2313,Anthophora furcata,0,Anthophora
NC2313,Anthophora plumipes,0,Anthophora
NC2313,Apis mellifera,0,Apis
NC2313,Arctophila superbiens,0,Arctophila
NC2313,Bombus barbutellus,0,Bombus
NC2313,Bombus bohemicus,0,Bombus
NC2313,Bombus campestris,0,Bombus
NC2313,Bombus hortorum,0,Bombus
NC2313,Bombus humilis,0,Bombus
NC2313,Bombus hypnorum,0,Bombus
NC2313,Bombus jonellus,0,Bombus
NC2313,Bombus lapidarius,0,Bombus
NC2313,Bombus lucorum,0,Bombus
NC2313,Bombus monticola,0,Bombus
NC2313,Bombus muscorum,0,Bombus
NC2313,Bombus pascuorum,0,Bombus
NC2313,Bombus pratorum,0,Bombus
NC2313,Bombus ruderarius,0,Bombus
NC2313,Bombus ruderatus,0,Bombus
NC2313,Bombus rupestris,0,Bombus
NC2313,Bombus soroeensis,0,Bombus
NC2313,Bombus sylvestris,0,Bombus
NC2313,Bombus terrestris,0,Bombus
NC2313,Bombus vestalis,0,Bombus
NC2313,Chalcosyrphus nemorum,0,Chalcosyrphus
NC2313,Cheilosia albitarsis,0,Cheilosia
NC2313,Cheilosia bergenstammi,0,Cheilosia
NC2313,Cheilosia fraterna,0,Cheilosia
NC2313,Cheilosia illustrata,0,Cheilosia
NC2313,Cheilosia lasiopa,0,Cheilosia
NC2313,Cheilosia latifrons,0,Cheilosia
NC2313,Cheilosia pagana,0,Cheilosia
NC2313,Cheilosia proxima,0,Cheilosia
NC2313,Cheilosia soror,0,Cheilosia
NC2313,Cheilosia vernalis,0,Cheilosia
NC2313,Chelostoma campanularum,0,Chelostoma
NC2313,Chrysogaster cemiteriorum,0,Chrysogaster
NC2313,Chrysogaster virescens,0,Chrysogaster
NC2313,Chrysotoxum arcuatum,0,Chrysotoxum
NC2313,Chrysotoxum bicinctum,0,Chrysotoxum
NC2313,Chrysotoxum festivum,0,Chrysotoxum
NC2313,Chrysotoxum verralli,0,Chrysotoxum
NC2313,Coelioxys elongata,0,Coelioxys
NC2313,Coelioxys inermis,0,Coelioxys
NC2313,Colletes similis,0,Colletes
NC2313,Colletes succinctus,0,Colletes
NC2313,Dasypoda hirtipes,0,Dasypoda
NC2313,Dasysyrphus albostriatus,0,Dasysyrphus
NC2313,Dasysyrphus neovenustus,0,Dasysyrphus
NC2313,Dasysyrphus tricinctus,0,Dasysyrphus
NC2313,Dasysyrphus venustus,0,Dasysyrphus
NC2313,Epistrophe grossulariae,0,Epistrophe
NC2313,Episyrphus balteatus,0,Episyrphus
NC2313,Eristalinus aeneus,0,Eristalinus
NC2313,Eristalinus sepulchralis,0,Eristalinus
NC2313,Eristalis abusiva,0,Eristalis
NC2313,Eristalis abusivus,0,Eristalis
NC2313,Eristalis arbustorum,0,Eristalis
NC2313,Eristalis horticola,0,Eristalis
NC2313,Eristalis intricaria,0,Eristalis
NC2313,Eristalis intricarius,0,Eristalis
NC2313,Eristalis nemorum,0,Eristalis
NC2313,Eristalis pertinax,0,Eristalis
NC2313,Eristalis rupium,0,Eristalis
NC2313,Eristalis tenax,0,Eristalis
NC2313,Eucera longicornis,0,Eucera
NC2313,Eumerus funeralis,0,Eumerus
NC2313,Eumerus ornatus,0,Eumerus
NC2313,Eumerus strigatus,0,Eumerus
NC2313,Eupeodes corollae,0,Eupeodes
NC2313,Eupeodes latifasciatus,0,Eupeodes
NC2313,Eupeodes luniger,0,Eupeodes
NC2313,Ferdinandea cuprea,0,Ferdinandea
NC2313,Halictus confusus,0,Halictus
NC2313,Halictus eurygnathus,0,Halictus
NC2313,Halictus rubicundus,0,Halictus
NC2313,Halictus tumulorum,0,Halictus
NC2313,Helophilus hybridus,0,Helophilus
NC2313,Helophilus pendulus,0,Helophilus
NC2313,Helophilus trivittatus,0,Helophilus
NC2313,Hylaeus brevicornis,0,Hylaeus
NC2313,Hylaeus communis,0,Hylaeus
NC2313,Hylaeus confusus,0,Hylaeus
NC2313,Hylaeus dilatatus,0,Hylaeus
NC2313,Hylaeus hyalinatus,0,Hylaeus
NC2313,Hylaeus pectoralis,0,Hylaeus
NC2313,Lasioglossum albipes,0,Lasioglossum
NC2313,Lasioglossum calceatum,0,Lasioglossum
NC2313,Lasioglossum cupromicans,0,Lasioglossum
NC2313,Lasioglossum fratellum,0,Lasioglossum
NC2313,Lasioglossum fulvicorne,0,Lasioglossum
NC2313,Lasioglossum laevigatum,0,Lasioglossum
NC2313,Lasioglossum lativentre,0,Lasioglossum
NC2313,Lasioglossum leucopus,0,Lasioglossum
NC2313,Lasioglossum leucozonium,0,Lasioglossum
NC2313,Lasioglossum malachurum,0,Lasioglossum
NC2313,Lasioglossum minutissimum,0,Lasioglossum
NC2313,Lasioglossum morio,0,Lasioglossum
NC2313,Lasioglossum parvulum,0,Lasioglossum
NC2313,Lasioglossum pauperatum,0,Lasioglossum
NC2313,Lasioglossum pauxillum,0,Lasioglossum
NC2313,Lasioglossum punctatissimum,0,Lasioglossum
NC2313,Lasioglossum puncticolle,0,Lasioglossum
NC2313,Lasioglossum quadrinotatum,0,Lasioglossum
NC2313,Lasioglossum rufitarse,0,Lasioglossum
NC2313,Lasioglossum smeathmanellum,0,Lasioglossum
NC2313,Lasioglossum villosulum,0,Lasioglossum
NC2313,Lasioglossum xanthopus,0,Lasioglossum
NC2313,Lasioglossum zonulum,0,Lasioglossum
NC2313,Lejogaster metallina,1,Lejogaster
NC2313,Leucozona glaucia,0,Leucozona
NC2313,Leucozona laternaria,0,Leucozona
NC2313,Macropis europaea,0,Macropis
NC2313,Megachile centuncularis,0,Megachile
NC2313,Megachile ligniseca,0,Megachile
NC2313,Megachile versicolor,0,Megachile
NC2313,Megachile willughbiella,0,Megachile
NC2313,Melangyna cincta,0,Melangyna
NC2313,Melangyna labiatarum,0,Melangyna
NC2313,Melangyna lasiophthalma,0,Melangyna
NC2313,Melangyna umbellatarum,0,Melangyna
NC2313,Melanogaster aerosa,0,Melanogaster
NC2313,Melanogaster hirtella,5,Melanogaster
NC2313,Melanostoma form,0,Melanostoma
NC2313,Melanostoma mellinum,2,Melanostoma
NC2313,Melanostoma scalare,0,Melanostoma
NC2313,Meliscaeva auricollis,0,Meliscaeva
NC2313,Meliscaeva cinctella,0,Meliscaeva
NC2313,Melitta leporina,0,Melitta
NC2313,Merodon equestris,0,Merodon
NC2313,Myathropa florea,0,Myathropa
NC2313,Neoascia geniculata,0,Neoascia
NC2313,Neoascia meticulosa,0,Neoascia
NC2313,Neoascia podagrica,0,Neoascia
NC2313,Neoascia tenur,0,Neoascia
NC2313,Nomada fabriciana,0,Nomada
NC2313,Nomada flava,0,Nomada
NC2313,Nomada flavoguttata,0,Nomada
NC2313,Nomada flavopicta,0,Nomada
NC2313,Nomada fucata,0,Nomada
NC2313,Nomada goodeniana,0,Nomada
NC2313,Nomada lathburiana,0,Nomada
NC2313,Nomada marshamella,0,Nomada
NC2313,Nomada obtusifrons,0,Nomada
NC2313,Nomada panzeri,0,Nomada
NC2313,Nomada ruficornis,0,Nomada
NC2313,Nomada striata,0,Nomada
NC2313,Orthonevra nobilis,0,Orthonevra
NC2313,Osmia bicolor,0,Osmia
NC2313,Osmia bicornis,0,Osmia
NC2313,Osmia caerulescens,0,Osmia
NC2313,Osmia leaiana,0,Osmia
NC2313,Osmia spinulosa,0,Osmia
NC2313,Panurgus banksianus,0,Panurgus
NC2313,Panurgus calcaratus,0,Panurgus
NC2313,Parasyrphus punctulatus,0,Parasyrphus
NC2313,Parhelophilus frutetorum,0,Parhelophilus
NC2313,Parhelophilus versicolor,0,Parhelophilus
NC2313,Pipiza bimaculata,0,Pipiza
NC2313,Pipizella viduata,0,Pipizella
NC2313,Platycheirus albimanus,1,Platycheirus
NC2313,Platycheirus clypeatus,0,Platycheirus
NC2313,Platycheirus granditarsus,0,Platycheirus
NC2313,Platycheirus manicatus,0,Platycheirus
NC2313,Platycheirus nielseni,0,Platycheirus
NC2313,Platycheirus peltatus,0,Platycheirus
NC2313,Platycheirus ramsarensis,0,Platycheirus
NC2313,Platycheirus rosarum,0,Platycheirus
NC2313,Platycheirus scutatus,0,Platycheirus
NC2313,Platycheirus tarsalis,0,Platycheirus
NC2313,Rhingia campestris,0,Rhingia
NC2313,Rhingia rostrata,0,Rhingia
NC2313,Riponnensia splendens,0,Riponnensia
NC2313,Scaeva pyrastri,0,Scaeva
NC2313,Scaeva selenitica,0,Scaeva
NC2313,Sericomyia lappona,1,Sericomyia
NC2313,Sericomyia silentis,1,Sericomyia
NC2313,Sericomyia superbiens,0,Sericomyia
NC2313,Sphaerophoria fatarum,0,Sphaerophoria
NC2313,Sphaerophoria interrupta,0,Sphaerophoria
NC2313,Sphaerophoria philanthus,0,Sphaerophoria
NC2313,Sphaerophoria rueppellii,0,Sphaerophoria
NC2313,Sphaerophoria scripta,0,Sphaerophoria
NC2313,Sphaerophoria taeniata,0,Sphaerophoria
NC2313,Sphecodes crassus,0,Sphecodes
NC2313,Sphecodes ephippius,0,Sphecodes
NC2313,Sphecodes ferruginatus,0,Sphecodes
NC2313,Sphecodes geoffrellus,0,Sphecodes
NC2313,Sphecodes monilicornis,0,Sphecodes
NC2313,Sphecodes niger,0,Sphecodes
NC2313,Sphegina clunipes,0,Sphegina
NC2313,Syritta pipiens,0,Syritta
NC2313,Syrphus rectus,0,Syrphus
NC2313,Syrphus ribesii,0,Syrphus
NC2313,Syrphus torvus,0,Syrphus
NC2313,Syrphus vitripennis,0,Syrphus
NC2313,Tropidia scita,0,Tropidia
NC2313,Volucella bombylans,4,Volucella
NC2313,Volucella inanis,0,Volucella
NC2313,Volucella inflata,0,Volucella
NC2313,Volucella pellucens,0,Volucella
NC2313,Xanthogramma pedissequum,0,Xanthogramma
NC2313,Xanthogramma stackelbergi,0,Xanthogramma
NC2313,Xylota abiens,0,Xylota
NC2313,Xylota jakutorum,0,Xylota
NC2313,Xylota segnis,0,Xylota
NC2313,Xylota sylvarum,0,Xylota
NC5762,Anasimyia contracta,0,Anasimyia
NC5762,Anasimyia lineata,0,Anasimyia
NC5762,Anasimyia transfuga,0,Anasimyia
NC5762,Andrena alfkenella,0,Andrena
NC5762,Andrena angustior,0,Andrena
NC5762,Andrena bicolor,0,Andrena
NC5762,Andrena bucephala,0,Andrena
NC5762,Andrena chrysosceles,0,Andrena
NC5762,Andrena cineraria,0,Andrena
NC5762,Andrena coitana,0,Andrena
NC5762,Andrena denticulata,0,Andrena
NC5762,Andrena dorsata,0,Andrena
NC5762,Andrena flavipes,0,Andrena
NC5762,Andrena fucata,0,Andrena
NC5762,Andrena fulva,0,Andrena
NC5762,Andrena haemorrhoa,0,Andrena
NC5762,Andrena helvola,0,Andrena
NC5762,Andrena humilis,0,Andrena
NC5762,Andrena lapponica,0,Andrena
NC5762,Andrena minutula,0,Andrena
NC5762,Andrena nigriceps,0,Andrena
NC5762,Andrena nigroaenea,0,Andrena
NC5762,Andrena nitida,0,Andrena
NC5762,Andrena scotica,0,Andrena
NC5762,Andrena semilaevis,0,Andrena
NC5762,Andrena subopaca,0,Andrena
NC5762,Andrena synadelpha,0,Andrena
NC5762,Andrena tarsata,0,Andrena
NC5762,Andrena thoracica,0,Andrena
NC5762,Andrena trimmerana,0,Andrena
NC5762,Andrena wilkella,0,Andrena
NC5762,Anthidium manicatum,0,Anthidium
NC5762,Anthophora furcata,0,Anthophora
NC5762,Anthophora plumipes,0,Anthophora
NC5762,Apis mellifera,0,Apis
NC5762,Arctophila superbiens,0,Arctophila
NC5762,Bombus barbutellus,0,Bombus
NC5762,Bombus bohemicus,0,Bombus
NC5762,Bombus campestris,0,Bombus
NC5762,Bombus hortorum,0,Bombus
NC5762,Bombus humilis,0,Bombus
NC5762,Bombus hypnorum,0,Bombus
NC5762,Bombus jonellus,5,Bombus
NC5762,Bombus lapidarius,0,Bombus
NC5762,Bombus lucorum,0,Bombus
NC5762,Bombus monticola,0,Bombus
NC5762,Bombus muscorum,1,Bombus
NC5762,Bombus pascuorum,0,Bombus
NC5762,Bombus pratorum,0,Bombus
NC5762,Bombus ruderarius,0,Bombus
NC5762,Bombus ruderatus,0,Bombus
NC5762,Bombus rupestris,0,Bombus
NC5762,Bombus soroeensis,0,Bombus
NC5762,Bombus sylvestris,0,Bombus
NC5762,Bombus terrestris,0,Bombus
NC5762,Bombus vestalis,0,Bombus
NC5762,Chalcosyrphus nemorum,0,Chalcosyrphus
NC5762,Cheilosia albitarsis,0,Cheilosia
NC5762,Cheilosia bergenstammi,0,Cheilosia
NC5762,Cheilosia fraterna,0,Cheilosia
NC5762,Cheilosia illustrata,0,Cheilosia
NC5762,Cheilosia lasiopa,0,Cheilosia
NC5762,Cheilosia latifrons,0,Cheilosia
NC5762,Cheilosia pagana,0,Cheilosia
NC5762,Cheilosia proxima,0,Cheilosia
NC5762,Cheilosia soror,0,Cheilosia
NC5762,Cheilosia vernalis,0,Cheilosia
NC5762,Chelostoma campanularum,0,Chelostoma
NC5762,Chrysogaster cemiteriorum,0,Chrysogaster
NC5762,Chrysogaster virescens,0,Chrysogaster
NC5762,Chrysotoxum arcuatum,0,Chrysotoxum
NC5762,Chrysotoxum bicinctum,0,Chrysotoxum
NC5762,Chrysotoxum festivum,0,Chrysotoxum
NC5762,Chrysotoxum verralli,0,Chrysotoxum
NC5762,Coelioxys elongata,0,Coelioxys
NC5762,Coelioxys inermis,0,Coelioxys
NC5762,Colletes similis,0,Colletes
NC5762,Colletes succinctus,0,Colletes
NC5762,Dasypoda hirtipes,0,Dasypoda
NC5762,Dasysyrphus albostriatus,0,Dasysyrphus
NC5762,Dasysyrphus neovenustus,0,Dasysyrphus
NC5762,Dasysyrphus tricinctus,0,Dasysyrphus
NC5762,Dasysyrphus venustus,0,Dasysyrphus
NC5762,Epistrophe grossulariae,0,Epistrophe
NC5762,Episyrphus balteatus,1,Episyrphus
NC5762,Eristalinus aeneus,0,Eristalinus
NC5762,Eristalinus sepulchralis,0,Eristalinus
NC5762,Eristalis abusiva,0,Eristalis
NC5762,Eristalis abusivus,0,Eristalis
NC5762,Eristalis arbustorum,0,Eristalis
NC5762,Eristalis horticola,0,Eristalis
NC5762,Eristalis intricaria,0,Eristalis
NC5762,Eristalis intricarius,1,Eristalis
NC5762,Eristalis nemorum,0,Eristalis
NC5762,Eristalis pertinax,0,Eristalis
NC5762,Eristalis rupium,0,Eristalis
NC5762,Eristalis tenax,0,Eristalis
NC5762,Eucera longicornis,0,Eucera
NC5762,Eumerus funeralis,0,Eumerus
NC5762,Eumerus ornatus,0,Eumerus
NC5762,Eumerus strigatus,0,Eumerus
NC5762,Eupeodes corollae,1,Eupeodes
NC5762,Eupeodes latifasciatus,0,Eupeodes
NC5762,Eupeodes luniger,0,Eupeodes
NC5762,Ferdinandea cuprea,0,Ferdinandea
NC5762,Halictus confusus,0,Halictus
NC5762,Halictus eurygnathus,0,Halictus
NC5762,Halictus rubicundus,0,Halictus
NC5762,Halictus tumulorum,0,Halictus
NC5762,Helophilus hybridus,0,Helophilus
NC5762,Helophilus pendulus,0,Helophilus
NC5762,Helophilus trivittatus,0,Helophilus
