"sample_id","occurrence_id","taxon_group","taxon_source","english_name","source_taxon_version_key","order","family","floral_unit","total_floral_units","year"
15465157,"21834221","flowering plant","Matricaria discoidea","Pineappleweed","NBNSYS0000004462","Asterales","Asteraceae","flower head",9,2021
15465157,"21834220","flowering plant","Papaver","Poppy","NHMSYS0000461484","Ranunculales","Papaveraceae","individual flower",5,2021
15465157,"21834219","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",120,2021
15465157,"21834218","flowering plant","Sonchus","Sow Thistle","NHMSYS0000463784","Asterales","Asteraceae","flower head",31,2021
15464851,"21833889","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",4000,2021
15464842,"21833875","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",100,2021
15464803,"21833819","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",700,2021
15464752,"21833752","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",7000,2021
15461282,"21828338","flowering plant","Ulex gallii","Western Gorse","NHMSYS0000464695","Fabales","Fabaceae","individual flower",100,2021
15461282,"21828337","flowering plant","Cirsium palustre","Marsh Thistle","NBNSYS0000004491","Asterales","Asteraceae","flower head",10,2021
15461275,"21828273","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",60,2021
15461275,"21828271","flowering plant","Cirsium palustre","Marsh Thistle","NBNSYS0000004491","Asterales","Asteraceae","flower head",45,2021
15460968,"21827536","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",5,2021
15460948,"21827509","flowering plant","Cirsium palustre","Marsh Thistle","NBNSYS0000004491","Asterales","Asteraceae","flower head",4,2021
15460933,"21827488","flowering plant","Leontodon hispidus var. glabratus","Rough Hawkbit","NBNSYS0000014019","Asterales","Asteraceae","flower head",1,2021
15460933,"21827487","flowering plant","Ranunculus flammula","Lesser Spearwort","NBNSYS0000002718","Ranunculales","Ranunculaceae","individual flower",42,2021
15460933,"21827486","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",1,2021
15460799,"21827301","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",4,2021
15460468,"21826914","flowering plant","Scorzoneroides autumnalis","Autumn Hawkbit","NHMSYS0021126374","Asterales","Asteraceae","flower head",1,2021
15460468,"21826913","flowering plant","Cirsium palustre","Marsh Thistle","NBNSYS0000004491","Asterales","Asteraceae","flower head",9,2021
15460468,"21826912","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",17,2021
15460024,"21826402","flowering plant","Scorzoneroides autumnalis","Autumn Hawkbit","NHMSYS0021126374","Asterales","Asteraceae","flower head",2,2021
15460024,"21826401","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",2,2021
15460024,"21826400","flowering plant","Cirsium palustre","Marsh Thistle","NBNSYS0000004491","Asterales","Asteraceae","flower head",8,2021
15460024,"21826399","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",2,2021
15448077,"21809460","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",1,2021
15448077,"21809459","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",50,2021
15448077,"21809458","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",12,2021
15448057,"21809397","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",2,2021
15448056,"21809389","flowering plant","Medicago lupulina","Black Medick","NBNSYS0000003222","Fabales","Fabaceae","flower head",1,2021
15448006,"21809331","flowering plant","Medicago lupulina","Black Medick","NBNSYS0000003222","Fabales","Fabaceae","flower head",1,2021
15448006,"21809330","flowering plant","Trifolium pratense","Red Clover","NBNSYS0000003231","Fabales","Fabaceae","flower head",4,2021
15448006,"21809329","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",3,2021
15448006,"21809328","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",3,2021
15447899,"21809227","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",1,2021
15447885,"21809187","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",2,2021
15447809,"21809049","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",4,2021
15447685,"21808737","flowering plant","Impatiens glandulifera","Indian Balsam","NBNSYS0000003189","Ericales","Balsaminaceae","individual flower",250,2021
15447611,"21808624","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",3,2021
15447573,"21808540","flowering plant","Geranium robertianum","Herb-Robert","NBNSYS0000003162","Geraniales","Geraniaceae","individual flower",3,2021
15447573,"21808539","flowering plant","Epilobium montanum","Broad-leaved Willowherb","NBNSYS0000003546","Myrtales","Onagraceae","individual flower",11,2021
15447573,"21808538","flowering plant","Chamerion angustifolium","Rosebay Willowherb","NBNSYS0000003598","Myrtales","Onagraceae","flower spike",13,2021
15447573,"21808537","flowering plant","Buddleja davidii","Butterfly-bush","NHMSYS0000456713","Lamiales","Scrophulariaceae","flower spike",3,2021
15447514,"21808461","flowering plant","Chamerion angustifolium","Rosebay Willowherb","NBNSYS0000003598","Myrtales","Onagraceae","flower spike",42,2021
15447489,"21808409","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",9,2021
15447466,"21808386","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",950,2021
15447071,"21807825","flowering plant","Achillea millefolium","Yarrow","NBNSYS0000004451","Asterales","Asteraceae","flower umbel",25,2021
15447071,"21807824","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",5,2021
15447064,"21807802","flowering plant","Cirsium","Thistle","NHMSYS0000457339","Asterales","Asteraceae","flower head",5,2021
15447064,"21807801","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",8,2021
15447018,"21807735","flowering plant","Prunella vulgaris","Selfheal","NBNSYS0000004225","Lamiales","Lamiaceae","flower spike",4,2021
15447018,"21807734","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",17,2021
15443405,"21802089","flowering plant","Chamaemelum nobile","Chamomile","NBNSYS0000004450","Asterales","Asteraceae","flower head",50,2021
15443405,"21802088","flowering plant","Artemisia vulgaris","Mugwort","NBNSYS0000004469","Asterales","Asteraceae","flower spike",2,2021
15443405,"21802087","flowering plant","Veronica","Speedwell","NHMSYS0000464811","Lamiales","Plantaginaceae","individual flower",200,2021
15443393,"21802079","flowering plant","Mentha aquatica","Water Mint","NBNSYS0000004198","Lamiales","Lamiaceae","flower head",7,2021
15443393,"21802078","flowering plant","Lythrum salicaria","Purple-loosestrife","NBNSYS0000003524","Myrtales","Lythraceae","flower spike",6,2021
15443382,"21802058","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",5,2021
15443382,"21802057","flowering plant","Lonicera periclymenum","Honeysuckle","NBNSYS0000004333","Dipsacales","Caprifoliaceae","flower head",3,2021
15443382,"21802056","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",40,2021
15443373,"21802005","flowering plant","Heracleum sphondylium","Hogweed","NBNSYS0000003710","Apiales","Apiaceae","flower umbel",1,2021
15443373,"21802004","flowering plant","Calystegia","Bindweed","NHMSYS0000456322","Solanales","Convolvulaceae","individual flower",1,2021
15440886,"21796657","flowering plant","Cirsium palustre","Marsh Thistle","NBNSYS0000004491","Asterales","Asteraceae","flower head",12,2021
15440857,"21796614","flowering plant","Filipendula ulmaria","Meadowsweet","NBNSYS0000003316","Rosales","Rosaceae","flower umbel",4,2021
15440857,"21796613","flowering plant","Lotus corniculatus","Common Bird's-foot-trefoil","NBNSYS0000003258","Fabales","Fabaceae","flower head",11,2021
15440857,"21796612","flowering plant","Lathyrus pratensis","Meadow Vetchling","NBNSYS0000003301","Fabales","Fabaceae","individual flower",5,2021
15440857,"21796611","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",6,2021
15440819,"21796457","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",1,2021
15440819,"21796456","flowering plant","Cirsium palustre","Marsh Thistle","NBNSYS0000004491","Asterales","Asteraceae","flower head",2,2021
15440792,"21796429","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",1,2021
15440792,"21796428","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",6,2021
15440792,"21796427","flowering plant","Cirsium palustre","Marsh Thistle","NBNSYS0000004491","Asterales","Asteraceae","flower head",16,2021
15440759,"21796362","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",2,2021
15440759,"21796361","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",2,2021
15440759,"21796360","flowering plant","Cirsium palustre","Marsh Thistle","NBNSYS0000004491","Asterales","Asteraceae","flower head",4,2021
15438385,"21793323","flowering plant","Polygonum","Knotgrass","NHMSYS0000461841","Caryophyllales","Polygonaceae","flower spike",3,2021
15438385,"21793322","flowering plant","Stellaria graminea","Lesser Stitchwort","NBNSYS0000003037","Caryophyllales","Caryophyllaceae","individual flower",10,2021
15438385,"21793321","flowering plant","Vicia sativa","Common Vetch","NBNSYS0000014093","Fabales","Fabaceae","individual flower",3,2021
15438376,"21793312","flowering plant","Tripleurospermum inodorum","Scentless Mayweed","NHMSYS0000464606","Asterales","Asteraceae","flower head",1,2021
15438376,"21793311","flowering plant","Matricaria discoidea","Pineappleweed","NBNSYS0000004462","Asterales","Asteraceae","flower head",2,2021
15438376,"21793310","flowering plant","Polygonum","Knotgrass","NHMSYS0000461841","Caryophyllales","Polygonaceae","flower spike",100,2021
15438376,"21793309","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",1,2021
15438367,"21793299","flowering plant","Polygonum","Knotgrass","NHMSYS0000461841","Caryophyllales","Polygonaceae","flower spike",120,2021
15438367,"21793298","flowering plant","Sonchus","Sow Thistle","NHMSYS0000463784","Asterales","Asteraceae","flower head",1,2021
15438367,"21793297","flowering plant","Matricaria discoidea","Pineappleweed","NBNSYS0000004462","Asterales","Asteraceae","flower head",25,2021
15438367,"21793296","flowering plant","Viola arvensis","Field Pansy","NBNSYS0000002947","Malpighiales","Violaceae","individual flower",50,2021
15438193,"21793128","flowering plant","Filipendula ulmaria","Meadowsweet","NBNSYS0000003316","Rosales","Rosaceae","flower umbel",5,2021
15438064,"21792915","flowering plant","Erica cinerea","Bell Heather","NBNSYS0000003909","Ericales","Ericaceae","flower spike",5,2021
15438064,"21792914","flowering plant","Narthecium ossifragum","Bog Asphodel","NHMSYS0000460927","Dioscoreales","Nartheciaceae","flower spike",1,2021
15438064,"21792913","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",100,2021
15438064,"21792912","flowering plant","Erica tetralix","Cross-leaved Heath","NBNSYS0000003903","Ericales","Ericaceae","flower spike",150,2021
15438048,"21792900","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",750,2021
15438048,"21792899","flowering plant","Erica tetralix","Cross-leaved Heath","NBNSYS0000003903","Ericales","Ericaceae","flower spike",15,2021
15438034,"21792885","flowering plant","Pedicularis sylvatica","Lousewort","NBNSYS0000004131","Lamiales","Orobanchaceae","flower spike",1,2021
15438034,"21792884","flowering plant","Erica cinerea","Bell Heather","NBNSYS0000003909","Ericales","Ericaceae","flower spike",6,2021
15438034,"21792883","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",2,2021
15438034,"21792882","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",250,2021
15438034,"21792881","flowering plant","Erica tetralix","Cross-leaved Heath","NBNSYS0000003903","Ericales","Ericaceae","flower spike",4,2021
15438024,"21792870","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",2,2021
15438024,"21792869","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",100,2021
15438024,"21792868","flowering plant","Erica tetralix","Cross-leaved Heath","NBNSYS0000003903","Ericales","Ericaceae","flower spike",30,2021
15438017,"21792846","flowering plant","Erica cinerea","Bell Heather","NBNSYS0000003909","Ericales","Ericaceae","flower spike",3,2021
15438017,"21792845","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",90,2021
15438017,"21792844","flowering plant","Erica tetralix","Cross-leaved Heath","NBNSYS0000003903","Ericales","Ericaceae","flower spike",20,2021
15437981,"21792757","flowering plant","Bellis perennis","Daisy","NBNSYS0000004445","Asterales","Asteraceae","flower head",3,2021
15437973,"21792735","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",1,2021
15437967,"21792718","flowering plant","Erica tetralix","Cross-leaved Heath","NBNSYS0000003903","Ericales","Ericaceae","flower spike",50,2021
15437967,"21792717","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",750,2021
15437967,"21792716","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",4,2021
15433812,"21785555","flowering plant","Leontodon",,"NHMSYS0000460233","Asterales","Asteraceae","flower head",2,2021
15433812,"21785554","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",160,2021
15433808,"21785536","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",40,2021
15433808,"21785535","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",30,2021
15433801,"21785517","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",200,2021
15433801,"21785516","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",30,2021
15433784,"21785567","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",10,2021
15433784,"21785473","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",12,2021
15433535,"21785017","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",300,2021
15433501,"21784997","flowering plant","Erica tetralix","Cross-leaved Heath","NBNSYS0000003903","Ericales","Ericaceae","flower spike",13,2021
15433501,"21784996","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",175,2021
15433483,"21784985","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",15,2021
15433479,"21784968","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",9,2021
15433479,"21784967","flowering plant","Ranunculus flammula","Lesser Spearwort","NBNSYS0000002718","Ranunculales","Ranunculaceae","individual flower",1,2021
15433479,"21784966","flowering plant","Succisa pratensis","Devil's-bit Scabious","NBNSYS0000004352","Dipsacales","Caprifoliaceae","flower head",5,2021
15432867,"21782407","flowering plant","Poaceae","Grass","NBNSYS0000160753","Poales","Poaceae",,,2021
15432812,"21782333","flowering plant","Triticum","Wheat","NHMSYS0000464626","Poales","Poaceae",,,2021
15432784,"21782294","flowering plant","Triticum","Wheat","NHMSYS0000464626","Poales","Poaceae",,,2021
15432734,"21782240","flowering plant","Triticum","Wheat","NHMSYS0000464626","Poales","Poaceae",,,2021
15432734,"21782239","flowering plant","Lamium album","White Dead-nettle","NBNSYS0000004244","Lamiales","Lamiaceae","flower spike",40,2021
15432734,"21782238","flowering plant","Achillea millefolium","Yarrow","NBNSYS0000004451","Asterales","Asteraceae","flower umbel",1,2021
15432734,"21782237","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",80,2021
15432603,"21782112","flowering plant","Lamium album","White Dead-nettle","NBNSYS0000004244","Lamiales","Lamiaceae","flower spike",10,2021
15432603,"21782111","flowering plant","Arctium","Burdock","NHMSYS0000456028","Asterales","Asteraceae","flower head",25,2021
15432603,"21782110","flowering plant","Calystegia sepium","Hedge Bindweed","NHMSYS0000456325","Solanales","Convolvulaceae","individual flower",10,2021
15432603,"21782109","flowering plant","Rumex","Dock","NHMSYS0000462956","Caryophyllales","Polygonaceae","flower spike",,2021
15432603,"21782108","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",75,2021
15432603,"21782107","flowering plant","Galium aparine","Cleavers","NBNSYS0000004319","Gentianales","Rubiaceae","individual flower",150,2021
15429090,"21776758","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",400,2021
15429073,"21776734","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",3,2021
15429071,"21776729","flowering plant","Galium saxatile","Heath Bedstraw","NBNSYS0000004310","Gentianales","Rubiaceae","flower umbel",4,2021
15429071,"21776728","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",3,2021
15429071,"21776727","flowering plant","Erica cinerea","Bell Heather","NBNSYS0000003909","Ericales","Ericaceae","flower spike",100,2021
15429071,"21776726","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",20,2021
15429061,"21776714","flowering plant","Erica cinerea","Bell Heather","NBNSYS0000003909","Ericales","Ericaceae","flower spike",6,2021
15429061,"21776713","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",200,2021
15429058,"21776703","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",40,2021
15417547,"21757257","flowering plant","Trifolium pratense var. sativum","Red Clover","NBNSYS0000034229","Fabales","Fabaceae","flower head",5,2021
15417547,"21757256","flowering plant","Prunella vulgaris","Selfheal","NBNSYS0000004225","Lamiales","Lamiaceae","flower spike",2,2021
15417547,"21757255","flowering plant","Lotus pedunculatus","Greater Bird's-foot-trefoil","NBNSYS0000003260","Fabales","Fabaceae","flower head",5,2021
15417547,"21757254","flowering plant","Pulicaria dysenterica","Common Fleabane","NBNSYS0000004401","Asterales","Asteraceae","flower head",1,2021
15417418,"21756968","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",6,2021
15416717,"21755241","flowering plant","Cirsium vulgare","Spear Thistle","NBNSYS0000004490","Asterales","Asteraceae","flower head",5,2021
15416717,"21755240","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",1,2021
15416717,"21755239","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",11,2021
15416717,"21755238","flowering plant","Geranium robertianum","Herb-Robert","NBNSYS0000003162","Geraniales","Geraniaceae","individual flower",1,2021
15416697,"21755194","flowering plant","Hypericum forrestii","Forrest's Tutsan","NHMSYS0000459851","Malpighiales","Hypericaceae","individual flower",10,2021
15416697,"21755193","flowering plant","Senecio","Ragwort","NHMSYS0000463420","Asterales","Asteraceae","flower head",24,2021
15413285,"21749879","flowering plant","Cerastium fontanum","Common Mouse-ear","NBNSYS0000003022","Caryophyllales","Caryophyllaceae","individual flower",7,2021
15413278,"21749872","flowering plant","Taraxacum","Dandelion","NHMSYS0000464161","Asterales","Asteraceae","flower head",1,2021
15413278,"21749871","flowering plant","Crepis capillaris","Smooth Hawk's-beard","NBNSYS0000004576","Asterales","Asteraceae","flower head",18,2021
15413278,"21749870","flowering plant","Lotus corniculatus","Common Bird's-foot-trefoil","NBNSYS0000003258","Fabales","Fabaceae","flower head",14,2021
15413278,"21749869","flowering plant","Scorzoneroides autumnalis","Autumn Hawkbit","NHMSYS0021126374","Asterales","Asteraceae","flower head",232,2021
15413278,"21749868","flowering plant","Prunella vulgaris","Selfheal","NBNSYS0000004225","Lamiales","Lamiaceae","flower spike",5,2021
15413278,"21749867","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",5,2021
15413278,"21749866","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",11,2021
15413278,"21749865","flowering plant","Cerastium fontanum","Common Mouse-ear","NBNSYS0000003022","Caryophyllales","Caryophyllaceae","individual flower",6,2021
15413245,"21749823","flowering plant","Veronica","Speedwell","NHMSYS0000464811","Lamiales","Plantaginaceae","individual flower",6,2021
15413245,"21749822","flowering plant","Scorzoneroides autumnalis","Autumn Hawkbit","NHMSYS0021126374","Asterales","Asteraceae","flower head",33,2021
15413245,"21749821","flowering plant","Prunella vulgaris","Selfheal","NBNSYS0000004225","Lamiales","Lamiaceae","flower spike",11,2021
15413245,"21749820","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",3,2021
15413245,"21749819","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",54,2021
15413245,"21749818","flowering plant","Cerastium fontanum","Common Mouse-ear","NBNSYS0000003022","Caryophyllales","Caryophyllaceae","individual flower",25,2021
15413228,"21749737","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",8,2021
15413228,"21749736","flowering plant","Cerastium fontanum","Common Mouse-ear","NBNSYS0000003022","Caryophyllales","Caryophyllaceae","individual flower",3,2021
15413228,"21749735","flowering plant","Digitalis purpurea","Foxglove","NBNSYS0000004094","Lamiales","Plantaginaceae","individual flower",420,2021
15389989,"21710446","flowering plant","Medicago lupulina","Black Medick","NBNSYS0000003222","Fabales","Fabaceae","flower head",3,2021
15389989,"21710445","flowering plant","Trifolium pratense","Red Clover","NBNSYS0000003231","Fabales","Fabaceae","flower head",2,2021
15389989,"21710444","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",56,2021
15389989,"21710443","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",22,2021
15389977,"21710426","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",6,2021
15389936,"21710396","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",3,2021
15389936,"21710395","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",1,2021
15389927,"21710361","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",1,2021
15389927,"21710360","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",17,2021
15389927,"21710359","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",1,2021
15389911,"21710287","flowering plant","Heracleum sphondylium","Hogweed","NBNSYS0000003710","Apiales","Apiaceae","flower umbel",1,2021
15389911,"21710286","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",50,2021
15389853,"21710178","flowering plant","Heracleum sphondylium","Hogweed","NBNSYS0000003710","Apiales","Apiaceae","flower umbel",4,2021
15389853,"21710177","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",4,2021
15389853,"21710176","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",12,2021
15389828,"21710140","flowering plant","Prunella vulgaris","Selfheal","NBNSYS0000004225","Lamiales","Lamiaceae","flower spike",2,2021
15389826,"21710126","flowering plant","Geum urbanum","Herb Bennet","NBNSYS0000003361","Rosales","Rosaceae","individual flower",3,2021
15389826,"21710125","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",24,2021
15389822,"21710114","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",23,2021
15389815,"21710096","flowering plant","Stachys sylvatica","Hedge Woundwort","NBNSYS0000004236","Lamiales","Lamiaceae","flower spike",1,2021
15389815,"21710095","flowering plant","Prunella vulgaris","Selfheal","NBNSYS0000004225","Lamiales","Lamiaceae","flower spike",4,2021
15389815,"21710094","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",110,2021
15389800,"21710060","flowering plant","Rumex obtusifolius","Broad-leaved Dock","NBNSYS0000003791","Caryophyllales","Polygonaceae","flower spike",4,2021
15389800,"21710059","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",3,2021
15389800,"21710058","flowering plant","Geranium dissectum","Cut-leaved Crane's-bill","NBNSYS0000003157","Geraniales","Geraniaceae","individual flower",7,2021
15389800,"21710057","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",80,2021
15389800,"21710056","flowering plant","Heracleum sphondylium","Hogweed","NBNSYS0000003710","Apiales","Apiaceae","flower umbel",6,2021
15389800,"21710055","flowering plant","Galium aparine","Cleavers","NBNSYS0000004319","Gentianales","Rubiaceae","individual flower",20,2021
15389800,"21710054","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",13,2021
15389770,"21710010","flowering plant","Cerastium fontanum","Common Mouse-ear","NBNSYS0000003022","Caryophyllales","Caryophyllaceae","individual flower",1,2021
15389770,"21710009","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",8,2021
15389718,"21709912","flowering plant","Geum urbanum","Herb Bennet","NBNSYS0000003361","Rosales","Rosaceae","individual flower",1,2021
15389711,"21709892","flowering plant","Galium aparine","Cleavers","NBNSYS0000004319","Gentianales","Rubiaceae","individual flower",15,2021
15389711,"21709891","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",2,2021
15389689,"21709872","flowering plant","Veronica chamaedrys","Germander Speedwell","NBNSYS0000004104","Lamiales","Plantaginaceae","individual flower",2,2021
15389689,"21709871","flowering plant","Prunella vulgaris","Selfheal","NBNSYS0000004225","Lamiales","Lamiaceae","flower spike",1,2021
15389689,"21709870","flowering plant","Stachys sylvatica","Hedge Woundwort","NBNSYS0000004236","Lamiales","Lamiaceae","flower spike",2,2021
15389689,"21709869","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",7,2021
