"sample_id","occurrence_id","taxon_group","taxon_source","english_name","source_taxon_version_key","order","family","floral_unit","total_floral_units","year"
18662589,"25697771","flowering plant","Rosa canina","Dog-rose","NHMSYS0000455486","Rosales","Rosaceae","individual flower",5,2021
18662589,"25697770","flowering plant","Vicia spp.","Vetch","NHMSYS0020825395","Fabales","Fabaceae","individual flower",10,2021
18662589,"25697769","flowering plant","Alnus glutinosa","Alder","NHMSYS0000455771","Fagales","Betulaceae","individual flower",,2021
18662589,"25697768","flowering plant","Prunus spinosa","Blackthorn","NBNSYS0000003412","Rosales","Rosaceae","individual flower",,2021
18662589,"25697767","flowering plant","Sorbus aucuparia","Rowan","NBNSYS0000003438","Rosales","Rosaceae","flower umbel",,2021
18662589,"25697766","flowering plant","Ilex aquifolium","Holly","NBNSYS0000003194","Aquifoliales","Aquifoliaceae","flower head",,2021
18662589,"25697765","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",,2021
18662551,"25697612","flowering plant","Hypericum","St. John's-Wort","NHMSYS0000459850","Malpighiales","Hypericaceae","individual flower",4,2021
18662551,"25697611","flowering plant","Sorbus aucuparia","Rowan","NBNSYS0000003438","Rosales","Rosaceae","flower umbel",,2021
18662551,"25697610","flowering plant","Hedera helix","Ivy","NBNSYS0000003630","Apiales","Araliaceae","flower head",,2021
18662551,"25697609","flowering plant","Ilex aquifolium","Holly","NBNSYS0000003194","Aquifoliales","Aquifoliaceae","flower head",,2021
18662551,"25697608","flowering plant","Ulex europaeus","Gorse","NBNSYS0000003211","Fabales","Fabaceae","individual flower",,2021
18662551,"25697607","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",,2021
18662480,"25697472","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",,2021
18662480,"25697471","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",16,2021
18662480,"25697470","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",15,2021
18662287,"25697267","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",,2021
18662287,"25697266","flowering plant","Vicia spp.","Vetch","NHMSYS0020825395","Fabales","Fabaceae","individual flower",16,2021
18662287,"25697265","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",20,2021
18662287,"25697264","flowering plant","Filipendula ulmaria","Meadowsweet","NBNSYS0000003316","Rosales","Rosaceae","flower umbel",30,2021
18662089,"25697068","flowering plant","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","Rosales","Rosaceae","individual flower",,2021
18662089,"25697067","flowering plant","Centaurea","Knapweed","NHMSYS0000457015","Asterales","Asteraceae","flower head",15,2021
18662089,"25697066","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",20,2021
18662089,"25697065","flowering plant","Cirsium","Thistle","NHMSYS0000457339","Asterales","Asteraceae","flower head",3,2021
18662089,"25697064","flowering plant","Succisa pratensis","Devil's-bit Scabious","NBNSYS0000004352","Dipsacales","Caprifoliaceae","flower head",5,2021
18662089,"25697063","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",10,2021
17276874,"23933413","flowering plant","Orchidaceae","Orchid","NBNSYS0000160580","Asparagales","Orchidaceae","flower head",3,2021
17062629,"23732762","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae",,,2021
17046531,"23725658","flowering plant","Chamerion angustifolium","Rosebay Willowherb","NBNSYS0000003598","Myrtales","Onagraceae","flower spike",15,2021
17046531,"23725657","flowering plant","Rumex","Dock","NHMSYS0000462956","Caryophyllales","Polygonaceae",,,2021
17046531,"23725656","flowering plant","Cirsium","Thistle","NHMSYS0000457339","Asterales","Asteraceae","flower head",1,2021
17046501,"23725614","flowering plant","Rumex","Dock","NHMSYS0000462956","Caryophyllales","Polygonaceae",,,2021
17046501,"23725613","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae",,,2021
17046489,"23725574","flowering plant","Vicia benghalensis","Purple Vetch","NBNSYS0000014517","Fabales","Fabaceae","individual flower",35,2021
17042989,"23722622","flowering plant","Chamerion angustifolium","Rosebay Willowherb","NBNSYS0000003598","Myrtales","Onagraceae","flower spike",3,2021
17042989,"23722621","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae",,,2021
17042989,"23722620","flowering plant","Cirsium","Thistle","NHMSYS0000457339","Asterales","Asteraceae","flower head",3,2021
17039842,"23718207","flowering plant","Stellaria graminea","Lesser Stitchwort","NBNSYS0000003037","Caryophyllales","Caryophyllaceae","individual flower",4,2021
17039793,"23718158","flowering plant","Poa annua","Annual Meadow-grass","NBNSYS0000002544","Poales","Poaceae",,,2021
17039793,"23718157","flowering plant","Hypochaeris radicata","Cat's-ear","NBNSYS0000004518","Asterales","Asteraceae","flower head",7,2021
17039742,"23718109","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",4,2021
17024258,"23700136","flowering plant","Melampyrum pratense","Common Cow-wheat","NBNSYS0000004138","Lamiales","Orobanchaceae","individual flower",67,2021
17024258,"23697049","flowering plant","Galium saxatile","Heath Bedstraw","NBNSYS0000004310","Gentianales","Rubiaceae","flower umbel",24,2021
17024258,"23697048","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",70,2021
17024253,"23697038","flowering plant","Eriophorum","Bog-cotton","NHMSYS0000458553","Poales","Cyperaceae","flower head",2,2021
17024253,"23697037","flowering plant","Galium saxatile","Heath Bedstraw","NBNSYS0000004310","Gentianales","Rubiaceae","flower umbel",71,2021
17024253,"23697036","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",36,2021
17024231,"23700129","flowering plant","Galium saxatile","Heath Bedstraw","NBNSYS0000004310","Gentianales","Rubiaceae","flower umbel",2,2021
17024231,"23697009","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",58,2021
17024225,"23700121","flowering plant","Erica tetralix","Cross-leaved Heath","NBNSYS0000003903","Ericales","Ericaceae","flower spike",1.77777777777778,2021
17024225,"23696966","flowering plant","Eriophorum vaginatum","Hare's-tail Cottongrass","NBNSYS0000002375","Poales","Cyperaceae","flower head",39,2021
16921440,"23553943","flowering plant","Lapsana communis","Nipplewort","NBNSYS0000004515","Asterales","Asteraceae","flower head",6,2021
16921436,"23553917","flowering plant","Lapsana communis","Nipplewort","NBNSYS0000004515","Asterales","Asteraceae","flower head",54,2021
16921435,"23553916","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",1,2021
16921425,"23553906","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",2,2021
16921373,"23553797","flowering plant","Potentilla","Cinquefoil","NHMSYS0000462025","Rosales","Rosaceae","individual flower",13,2021
16921359,"23553783","flowering plant","Hypochaeris radicata","Cat's-ear","NBNSYS0000004518","Asterales","Asteraceae","flower head",1,2021
16921359,"23553782","flowering plant","Stellaria graminea","Lesser Stitchwort","NBNSYS0000003037","Caryophyllales","Caryophyllaceae","individual flower",1,2021
16921359,"23553781","flowering plant","Plantago lanceolata","Ribwort Plantain","NBNSYS0000004275","Lamiales","Plantaginaceae","flower spike",16,2021
16921359,"23553780","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",2,2021
16921359,"23553779","flowering plant","Lathyrus pratensis","Meadow Vetchling","NBNSYS0000003301","Fabales","Fabaceae","individual flower",9,2021
16921337,"23553756","flowering plant","Veronica","Speedwell","NHMSYS0000464811","Lamiales","Plantaginaceae","individual flower",4,2021
16921337,"23553755","flowering plant","Myosotis","Forget-Me-Not","NHMSYS0000460809",,"Boraginaceae","individual flower",97,2021
16921337,"23553754","flowering plant","Anthriscus sylvestris","Cow Parsley","NBNSYS0000003641","Apiales","Apiaceae","flower umbel",4,2021
16921329,"23553741","flowering plant","Geranium robertianum","Herb-Robert","NBNSYS0000003162","Geraniales","Geraniaceae","individual flower",1,2021
16921329,"23553740","flowering plant","Anthriscus sylvestris","Cow Parsley","NBNSYS0000003641","Apiales","Apiaceae","flower umbel",20,2021
16921329,"23553739","flowering plant","Silene dioica","Red Campion","NBNSYS0000002998","Caryophyllales","Caryophyllaceae","individual flower",6,2021
16921329,"23553738","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",5,2021
16921312,"23553697","flowering plant","Potentilla","Cinquefoil","NHMSYS0000462025","Rosales","Rosaceae","individual flower",7,2021
16921258,"23553640","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",1,2021
16921148,"23553527","flowering plant","Galium aparine","Cleavers","NBNSYS0000004319","Gentianales","Rubiaceae","individual flower",100,2021
16921148,"23553526","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",7,2021
16921148,"23553525","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",12,2021
16921092,"23553449","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",20,2021
16921092,"23553448","flowering plant","Galium aparine","Cleavers","NBNSYS0000004319","Gentianales","Rubiaceae","individual flower",65,2021
16921092,"23553447","flowering plant","Fumaria","Fumitory","NHMSYS0000458904","Ranunculales","Papaveraceae","individual flower",2,2021
16921092,"23553446","flowering plant","Anthriscus sylvestris","Cow Parsley","NBNSYS0000003641","Apiales","Apiaceae","flower umbel",1,2021
16921092,"23553445","flowering plant","Silene dioica","Red Campion","NBNSYS0000002998","Caryophyllales","Caryophyllaceae","individual flower",11,2021
16921092,"23553444","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",95,2021
16759907,"23343874","flowering plant","Cirsium","Thistle","NHMSYS0000457339","Asterales","Asteraceae","flower head",8,2021
16759875,"23343825","flowering plant","Brassica napus subsp. oleifera","Oil-seed Rape","NHMSYS0000456603","Brassicales","Brassicaceae","flower head",28,2021
16759875,"23343824","flowering plant","Anagallis arvensis","Scarlet Pimpernel","NBNSYS0000003943","Ericales","Primulaceae","individual flower",47,2021
16516390,"23031695","flowering plant","Odontites vernus","Red Bartsia","NBNSYS0000004164","Lamiales","Orobanchaceae","flower spike",15,2021
16516390,"23031694","flowering plant","Lathyrus pratensis","Meadow Vetchling","NBNSYS0000003301","Fabales","Fabaceae","individual flower",120,2021
16516370,"23031674","flowering plant","Taraxacum","Dandelion","NHMSYS0000464161","Asterales","Asteraceae","flower head",1,2021
16516296,"23031602","flowering plant","Taraxacum","Dandelion","NHMSYS0000464161","Asterales","Asteraceae","flower head",1,2021
16516288,"23031593","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",1,2021
16512416,"23027106","flowering plant","Myosotis","Forget-Me-Not","NHMSYS0000460809",,"Boraginaceae","individual flower",200,2021
16512416,"23027105","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",1,2021
16512156,"23031707","flowering plant","Lathyrus pratensis","Meadow Vetchling","NBNSYS0000003301","Fabales","Fabaceae","individual flower",50,2021
16512156,"23026737","flowering plant","Potentilla anserina","Silverweed","NHMSYS0021060392","Rosales","Rosaceae","individual flower",1,2021
16512156,"23026735","flowering plant","Prunella vulgaris","Selfheal","NBNSYS0000004225","Lamiales","Lamiaceae","flower spike",5,2021
16512156,"23026734","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",3,2021
16512099,"23026630","flowering plant","Bellis perennis","Daisy","NBNSYS0000004445","Asterales","Asteraceae","flower head",4,2021
16512099,"23026629","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",6,2021
16512096,"23026626","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",2,2021
16512089,"23026592","flowering plant","Cirsium vulgare","Spear Thistle","NBNSYS0000004490","Asterales","Asteraceae","flower head",2,2021
16511927,"23026344","flowering plant","Vicia",,"NHMSYS0000464845","Fabales","Fabaceae","individual flower",3,2021
16511927,"23026343","flowering plant","Myosotis","Forget-Me-Not","NHMSYS0000460809",,"Boraginaceae","individual flower",5,2021
16511927,"23026342","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",3,2021
16511927,"23026341","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",60,2021
16511898,"23026291","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",60,2021
16511898,"23026290","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",30,2021
16511894,"23026259","flowering plant","Stellaria",,"NHMSYS0000464003","Caryophyllales","Caryophyllaceae","individual flower",6,2021
16511894,"23026258","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",30,2021
16511894,"23026257","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",23,2021
16511863,"23026233","flowering plant","Bellis perennis","Daisy","NBNSYS0000004445","Asterales","Asteraceae","flower head",3,2021
16511863,"23026232","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",20,2021
16511863,"23026231","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",75,2021
16511846,"23026208","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",7,2021
16511846,"23026207","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",45,2021
16511739,"23025354","flowering plant","Senecio vulgaris","Groundsel","NBNSYS0000004371","Asterales","Asteraceae","flower head",2,2021
16511739,"23025353","flowering plant","Lamium album","White Dead-nettle","NBNSYS0000004244","Lamiales","Lamiaceae","flower spike",2,2021
16511739,"23025352","flowering plant","Bellis perennis","Daisy","NBNSYS0000004445","Asterales","Asteraceae","flower head",15,2021
16511739,"23025351","flowering plant","Veronica","Speedwell","NHMSYS0000464811","Lamiales","Plantaginaceae","individual flower",6,2021
16511720,"23027110","flowering plant","Veronica","Speedwell","NHMSYS0000464811","Lamiales","Plantaginaceae","individual flower",24,2021
16511720,"23025318","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",8,2021
16511645,"23024930","flowering plant","Myosotis arvensis","Field Forget-me-not","NBNSYS0000004012",,"Boraginaceae","individual flower",2,2021
16511645,"23024929","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",38,2021
16356880,"22848762","flowering plant","Mercurialis perennis","Dog's Mercury","NBNSYS0000003721","Malpighiales","Euphorbiaceae","flower spike",2,2021
16356880,"22848761","flowering plant","Rubus","Bramble","NHMSYS0000462570","Rosales","Rosaceae","individual flower",15,2021
16341243,"22832300","flowering plant","Chamerion angustifolium","Rosebay Willowherb","NBNSYS0000003598","Myrtales","Onagraceae","flower spike",1.16666666666667,2021
16341164,"22832118","flowering plant","Chamerion angustifolium","Rosebay Willowherb","NBNSYS0000003598","Myrtales","Onagraceae","flower spike",1.83333333333333,2021
16340929,"22831779","flowering plant","Senecio","Ragwort","NHMSYS0000463420","Asterales","Asteraceae","flower head",2,2021
16340597,"22831318","flowering plant","Chamerion angustifolium","Rosebay Willowherb","NBNSYS0000003598","Myrtales","Onagraceae","flower spike",6.33333333333333,2021
16340575,"22831227","flowering plant","Sonchus asper","Prickly Sow-thistle","NBNSYS0000004544","Asterales","Asteraceae","flower head",2,2021
16340575,"22831226","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",5,2021
16340310,"22830969","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",1,2021
16340310,"22830968","flowering plant","Chamerion angustifolium","Rosebay Willowherb","NBNSYS0000003598","Myrtales","Onagraceae","flower spike",2.16666666666667,2021
16340275,"22830891","flowering plant","Senecio","Ragwort","NHMSYS0000463420","Asterales","Asteraceae","flower head",9,2021
16340275,"22830890","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",2,2021
16334186,"22823154","flowering plant","Peucedanum ostruthium","Masterwort","NHMSYS0000461648","Apiales","Apiaceae","flower umbel",6,2021
16334186,"22823153","flowering plant","Chamerion angustifolium","Rosebay Willowherb","NBNSYS0000003598","Myrtales","Onagraceae","flower spike",6,2021
16333741,"22822720","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",6,2021
16333738,"22822717","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",2,2021
16333738,"22822716","flowering plant","Chamerion angustifolium","Rosebay Willowherb","NBNSYS0000003598","Myrtales","Onagraceae","flower spike",1.66666666666667,2021
16333736,"22830774","flowering plant","Epilobium palustre","Marsh Willowherb","NBNSYS0000003584","Myrtales","Onagraceae","individual flower",6,2021
16333736,"22822714","flowering plant","Senecio","Ragwort","NHMSYS0000463420","Asterales","Asteraceae","flower head",11,2021
16333736,"22822713","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",3,2021
16333295,"22822279","flowering plant","Turgenia latifolia","Greater Bur-parsley","NBNSYS0000003650","Apiales","Apiaceae","flower umbel",1,2021
16333295,"22822278","flowering plant","Aegopodium podagraria","Ground-elder","NBNSYS0000003684","Apiales","Apiaceae","flower umbel",18,2021
16333295,"22822277","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",8,2021
16333295,"22822276","flowering plant","Heracleum sphondylium","Hogweed","NBNSYS0000003710","Apiales","Apiaceae","flower umbel",4,2021
16333269,"22822267","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",2,2021
16332960,"22821901","flowering plant","Galium aparine","Cleavers","NBNSYS0000004319","Gentianales","Rubiaceae","individual flower",69,2021
16332960,"22821900","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",8,2021
16332745,"22821674","flowering plant","Epilobium palustre","Marsh Willowherb","NBNSYS0000003584","Myrtales","Onagraceae","individual flower",3,2021
16332745,"22821673","flowering plant","Myosotis arvensis","Field Forget-me-not","NBNSYS0000004012",,"Boraginaceae","individual flower",22,2021
15998183,"22457971","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",1,2021
15998183,"22457970","flowering plant","Cirsium palustre","Marsh Thistle","NBNSYS0000004491","Asterales","Asteraceae","flower head",10,2021
15998161,"22457956","flowering plant","Trifolium pratense","Red Clover","NBNSYS0000003231","Fabales","Fabaceae","flower head",1,2021
15998161,"22457955","flowering plant","Scorzoneroides autumnalis","Autumn Hawkbit","NHMSYS0021126374","Asterales","Asteraceae","flower head",9,2021
15997960,"22457730","flowering plant","Cerastium","Mouse-Ear","NHMSYS0000457055","Caryophyllales","Caryophyllaceae","individual flower",1,2021
15997960,"22457729","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",2,2021
15997949,"22457684","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",5,2021
15997935,"22457676","flowering plant","Digitalis purpurea","Foxglove","NBNSYS0000004094","Lamiales","Plantaginaceae","individual flower",75,2021
15997935,"22457675","flowering plant","Galium palustre","Marsh-bedstraw","NBNSYS0000004313","Gentianales","Rubiaceae","flower umbel",13,2021
15997923,"22457643","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",240,2021
15997923,"22457642","flowering plant","Lotus","Bird's-Foot-Trefoil","NHMSYS0000460466","Fabales","Fabaceae","flower head",250,2021
15997724,"22457427","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",180,2021
15997724,"22457426","flowering plant","Lotus","Bird's-Foot-Trefoil","NHMSYS0000460466","Fabales","Fabaceae","flower head",120,2021
15997724,"22457425","flowering plant","Centaurea","Knapweed","NHMSYS0000457015","Asterales","Asteraceae","flower head",7,2021
15997724,"22457424","flowering plant","Trifolium pratense","Red Clover","NBNSYS0000003231","Fabales","Fabaceae","flower head",109,2021
15997724,"22457423","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",140,2021
15997686,"22457389","flowering plant","Galium palustre","Marsh-bedstraw","NBNSYS0000004313","Gentianales","Rubiaceae","flower umbel",118,2021
15997686,"22457388","flowering plant","Trifolium pratense var. sativum","Red Clover","NBNSYS0000034229","Fabales","Fabaceae","flower head",1,2021
15997686,"22457387","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",4,2021
15997686,"22457386","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",35,2021
15997667,"22457360","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",1,2021
15997667,"22457359","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",36,2021
15997450,"22457132","flowering plant","Veronica chamaedrys","Germander Speedwell","NBNSYS0000004104","Lamiales","Plantaginaceae","individual flower",69,2021
15997441,"22457123","flowering plant","Cardamine pratensis","Cuckooflower","NBNSYS0000002872","Brassicales","Brassicaceae","flower spike",1,2021
15997441,"22457122","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",63,2021
15997441,"22457121","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",4,2021
15997430,"22457103","flowering plant","Lotus","Bird's-Foot-Trefoil","NHMSYS0000460466","Fabales","Fabaceae","flower head",8,2021
15997430,"22457102","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",5,2021
15997430,"22457101","flowering plant","Dactylorhiza fuchsii","Common Spotted-orchid","NHMSYS0000457901","Asparagales","Orchidaceae","flower spike",8.075,2021
15997430,"22457100","flowering plant","Trifolium pratense var. sativum","Red Clover","NBNSYS0000034229","Fabales","Fabaceae","flower head",35,2021
15997430,"22457099","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",78,2021
15995837,"22455355","flowering plant","Doronicum plantagineum","Plantain-leaved Leopard's-bane","NBNSYS0000004385","Asterales","Asteraceae","flower head",2,2021
15995837,"22455354","flowering plant","Trifolium pratense var. sativum","Red Clover","NBNSYS0000034229","Fabales","Fabaceae","flower head",6,2021
15995837,"22455353","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",184,2021
15995817,"22455341","flowering plant","Galium","Bedstraw","NHMSYS0000458959","Gentianales","Rubiaceae","flower head",24,2021
15995817,"22455340","flowering plant","Bellis perennis","Daisy","NBNSYS0000004445","Asterales","Asteraceae","flower head",21,2021
15995817,"22455339","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",43,2021
15990889,"22448750","flowering plant","Cerastium fontanum","Common Mouse-ear","NBNSYS0000003022","Caryophyllales","Caryophyllaceae","individual flower",3,2021
15990889,"22448749","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",71,2021
15990860,"22448735","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",3,2021
15990860,"22448734","flowering plant","Cerastium fontanum","Common Mouse-ear","NBNSYS0000003022","Caryophyllales","Caryophyllaceae","individual flower",25,2021
15990860,"22448733","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",74,2021
15990832,"22448729","flowering plant","Ranunculus flammula","Lesser Spearwort","NBNSYS0000002718","Ranunculales","Ranunculaceae","individual flower",48,2021
15990832,"22448728","flowering plant","Myosotis arvensis","Field Forget-me-not","NBNSYS0000004012",,"Boraginaceae","individual flower",30,2021
15990832,"22448727","flowering plant","Galium saxatile","Heath Bedstraw","NBNSYS0000004310","Gentianales","Rubiaceae","flower umbel",125,2021
15990832,"22448726","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",3,2021
15990832,"22448725","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",25,2021
15990815,"22448705","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",87,2021
15990815,"22448704","flowering plant","Cerastium fontanum","Common Mouse-ear","NBNSYS0000003022","Caryophyllales","Caryophyllaceae","individual flower",18,2021
15990815,"22448703","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",40,2021
15990604,"22448482","flowering plant","Rumex obtusifolius","Broad-leaved Dock","NBNSYS0000003791","Caryophyllales","Polygonaceae","flower spike",98,2021
15990604,"22448481","flowering plant","Cardamine hirsuta","Hairy Bitter-cress","NBNSYS0000002876","Brassicales","Brassicaceae","flower spike",10,2021
15990604,"22448480","flowering plant","Ranunculus repens","Creeping Buttercup","NBNSYS0000002709","Ranunculales","Ranunculaceae","individual flower",27,2021
15694417,"22140377","flowering plant","Cirsium","Thistle","NHMSYS0000457339","Asterales","Asteraceae","flower head",4,2021
15694409,"22140340","flowering plant","Chamerion angustifolium","Rosebay Willowherb","NBNSYS0000003598","Myrtales","Onagraceae","flower spike",2,2021
15693847,"22139786","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",3,2021
15693847,"22139784","flowering plant","Senecio","Ragwort","NHMSYS0000463420","Asterales","Asteraceae","flower head",45,2021
15673497,"22118041","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",5,2021
15673016,"22117525","flowering plant","Sonchus","Sow Thistle","NHMSYS0000463784","Asterales","Asteraceae","flower head",2,2021
15673016,"22117523","flowering plant","Senecio","Ragwort","NHMSYS0000463420","Asterales","Asteraceae","flower head",29,2021
15673012,"22117518","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",33,2021
15673012,"22117517","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",4,2021
15673012,"22117516","flowering plant","Impatiens glandulifera","Indian Balsam","NBNSYS0000003189","Ericales","Balsaminaceae","individual flower",172,2021
15672996,"22117490","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",4,2021
15672996,"22117489","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",1,2021
