"sample_id","occurrence_id","specimen_code","taxon_group","taxon_source","english_name","source_taxon_version_key","taxon_standardised","taxon_aggregated","count","sex","stage","comment","order","family","year"
18662589,"26175573","5849","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175572","5860","insect - true fly (Diptera)","Platycheirus albimanus",,"NBNSYS0000006871","Platycheirus albimanus","Platycheirus albimanus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175571","5905","insect - true fly (Diptera)","Melanostoma scalare",,"NBNSYS0000006867","Melanostoma scalare","Melanostoma scalare","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175570","5857","insect - true fly (Diptera)","Melanostoma scalare",,"NBNSYS0000006867","Melanostoma scalare","Melanostoma scalare","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175569","5867","insect - true fly (Diptera)","Syrphus vitripennis",,"NBNSYS0000006966","Syrphus vitripennis","Syrphus vitripennis","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175568","5902","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175567","5876","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175566","5875","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175565","5913","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175564","5882","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175563","5893","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175562","5884","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175561","5880","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175560","5866","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175559","5895","insect - true fly (Diptera)","Eristalis tenax",,"NBNSYS0000007054","Eristalis tenax","Eristalis tenax","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175558","5912","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175557","5890","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175556","5891","insect - true fly (Diptera)","Eupeodes latifasciatus",,"NBNSYS0100003109","Eupeodes latifasciatus","Eupeodes latifasciatus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175555","5914","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175554","5897","insect - true fly (Diptera)","Eupeodes luniger",,"NBNSYS0000006941","Eupeodes luniger","Eupeodes luniger","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175553","5863","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175552","5851","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175551","5888","insect - true fly (Diptera)","Platycheirus albimanus",,"NBNSYS0000006871","Platycheirus albimanus","Platycheirus albimanus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175550","5877","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175549","5916","insect - true fly (Diptera)","Eristalis tenax",,"NBNSYS0000007054","Eristalis tenax","Eristalis tenax","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175548","5889","insect - true fly (Diptera)","Meliscaeva cinctella",,"NBNSYS0000006934","Meliscaeva cinctella","Meliscaeva cinctella","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175547","5900","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175546","5917","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175545","5855","insect - true fly (Diptera)","Syrphus ribesii",,"NBNSYS0000006964","Syrphus ribesii","Syrphus ribesii","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175544","5901","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175543","5894","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175542","5904","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175541","5898","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175540","5906","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175539","5858","insect - true fly (Diptera)","Xylota segnis",,"NBNSYS0000007115","Xylota segnis","Xylota segnis","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175538","5874","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175537","5909","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175536","5854","insect - true fly (Diptera)","Sericomyia silentis",,"NBNSYS0000007093","Sericomyia silentis","Sericomyia silentis","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175535","5869","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175534","5850","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175533","5865","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175532","5915","insect - true fly (Diptera)","Eristalis tenax",,"NBNSYS0000007054","Eristalis tenax","Eristalis tenax","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175531","5903","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175530","5870","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175529","5899","insect - true fly (Diptera)","Sericomyia silentis",,"NBNSYS0000007093","Sericomyia silentis","Sericomyia silentis","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175528","5908","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175527","5885","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175526","5879","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175525","5853","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175524","5862","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175523","5892","insect - true fly (Diptera)","Sericomyia silentis",,"NBNSYS0000007093","Sericomyia silentis","Sericomyia silentis","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175522","5861","insect - true fly (Diptera)","Sericomyia silentis",,"NBNSYS0000007093","Sericomyia silentis","Sericomyia silentis","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175521","5883","insect - true fly (Diptera)","Eristalis tenax",,"NBNSYS0000007054","Eristalis tenax","Eristalis tenax","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175520","5873","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175519","5911","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175518","5910","insect - true fly (Diptera)","Syrphus vitripennis",,"NBNSYS0000006966","Syrphus vitripennis","Syrphus vitripennis","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175517","5881","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175516","5896","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175515","5871","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175514","5864","insect - true fly (Diptera)","Syrphus vitripennis",,"NBNSYS0000006966","Syrphus vitripennis","Syrphus vitripennis","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175513","5868","insect - true fly (Diptera)","Eupeodes latifasciatus",,"NBNSYS0100003109","Eupeodes latifasciatus","Eupeodes latifasciatus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175512","5907","insect - true fly (Diptera)","Eupeodes latifasciatus",,"NBNSYS0100003109","Eupeodes latifasciatus","Eupeodes latifasciatus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175511","5887","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175510","5859","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175509","5856","insect - true fly (Diptera)","Eristalis arbustorum",,"NBNSYS0000007047","Eristalis arbustorum","Eristalis arbustorum","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175508","5878","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175507","5852","insect - true fly (Diptera)","Sericomyia silentis",,"NBNSYS0000007093","Sericomyia silentis","Sericomyia silentis","1","female","adult",,"Diptera","Syrphidae",2021
18662589,"26175506","5886","insect - true fly (Diptera)","Eristalis tenax",,"NBNSYS0000007054","Eristalis tenax","Eristalis tenax","1","male","adult",,"Diptera","Syrphidae",2021
18662589,"26175505","5872","insect - true fly (Diptera)","Syrphus vitripennis",,"NBNSYS0000006966","Syrphus vitripennis","Syrphus vitripennis","1","male","adult",,"Diptera","Syrphidae",2021
18662551,"26174799","5963","insect - true fly (Diptera)","Melanostoma mellinum",,"NBNSYS0000006866","Melanostoma mellinum","Melanostoma mellinum","1","male","adult",,"Diptera","Syrphidae",2021
18662551,"26174798","5941","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174797","5966","insect - true fly (Diptera)","Melanostoma mellinum",,"NBNSYS0000006866","Melanostoma mellinum","Melanostoma mellinum","1","male","adult",,"Diptera","Syrphidae",2021
18662551,"26174796","5936","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174795","5922","insect - true fly (Diptera)","Melanostoma mellinum",,"NBNSYS0000006866","Melanostoma mellinum","Melanostoma mellinum","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174794","5970","insect - true fly (Diptera)","Meliscaeva cinctella",,"NBNSYS0000006934","Meliscaeva cinctella","Meliscaeva cinctella","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174793","5979","insect - true fly (Diptera)","Syrphus vitripennis",,"NBNSYS0000006966","Syrphus vitripennis","Syrphus vitripennis","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174792","5982","insect - true fly (Diptera)","Rhingia campestris",,"NBNSYS0000007010","Rhingia campestris","Rhingia campestris","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174791","5958","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174790","5939","insect - true fly (Diptera)","Melanostoma mellinum",,"NBNSYS0000006866","Melanostoma mellinum","Melanostoma mellinum","1","male","adult",,"Diptera","Syrphidae",2021
18662551,"26174789","5929","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174788","5938","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174787","5949","insect - true fly (Diptera)","Platycheirus albimanus",,"NBNSYS0000006871","Platycheirus albimanus","Platycheirus albimanus","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174786","5927","insect - true fly (Diptera)","Melanostoma scalare",,"NBNSYS0000006867","Melanostoma scalare","Melanostoma scalare","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174785","5940","insect - true fly (Diptera)","Melanostoma scalare",,"NBNSYS0000006867","Melanostoma scalare","Melanostoma scalare","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174784","5994","insect - true fly (Diptera)","Melanostoma mellinum",,"NBNSYS0000006866","Melanostoma mellinum","Melanostoma mellinum","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174783","5972","insect - true fly (Diptera)","Melanostoma mellinum",,"NBNSYS0000006866","Melanostoma mellinum","Melanostoma mellinum","1","male","adult",,"Diptera","Syrphidae",2021
18662551,"26174782","5987","insect - true fly (Diptera)","Melanostoma mellinum",,"NBNSYS0000006866","Melanostoma mellinum","Melanostoma mellinum","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174781","5921","insect - true fly (Diptera)","Platycheirus albimanus",,"NBNSYS0000006871","Platycheirus albimanus","Platycheirus albimanus","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174780","5991","insect - true fly (Diptera)","Meliscaeva cinctella",,"NBNSYS0000006934","Meliscaeva cinctella","Meliscaeva cinctella","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174779","5981","insect - true fly (Diptera)","Platycheirus albimanus",,"NBNSYS0000006871","Platycheirus albimanus","Platycheirus albimanus","1","not recorded","adult",,"Diptera","Syrphidae",2021
18662551,"26174778","5986","insect - true fly (Diptera)","Melanostoma mellinum",,"NBNSYS0000006866","Melanostoma mellinum","Melanostoma mellinum","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174777","5983","insect - true fly (Diptera)","Melanostoma mellinum",,"NBNSYS0000006866","Melanostoma mellinum","Melanostoma mellinum","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174776","5932","insect - true fly (Diptera)","Syrphus vitripennis",,"NBNSYS0000006966","Syrphus vitripennis","Syrphus vitripennis","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174775","5934","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","male","adult",,"Diptera","Syrphidae",2021
18662551,"26174774","5990","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174773","5923","insect - true fly (Diptera)","Melanostoma mellinum",,"NBNSYS0000006866","Melanostoma mellinum","Melanostoma mellinum","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174772","5962","insect - true fly (Diptera)","Melanostoma scalare",,"NBNSYS0000006867","Melanostoma scalare","Melanostoma scalare","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174771","5935","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174770","5928","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174769","5951","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174768","5924","insect - true fly (Diptera)","Meliscaeva cinctella",,"NBNSYS0000006934","Meliscaeva cinctella","Meliscaeva cinctella","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174767","5975","insect - true fly (Diptera)","Meliscaeva cinctella",,"NBNSYS0000006934","Meliscaeva cinctella","Meliscaeva cinctella","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174766","5965","insect - true fly (Diptera)","Melanostoma scalare",,"NBNSYS0000006867","Melanostoma scalare","Melanostoma scalare","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174765","5943","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174764","5946","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174763","5992","insect - true fly (Diptera)","Meliscaeva cinctella",,"NBNSYS0000006934","Meliscaeva cinctella","Meliscaeva cinctella","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174762","5925","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174761","5926","insect - true fly (Diptera)","Syrphus ribesii",,"NBNSYS0000006964","Syrphus ribesii","Syrphus ribesii","1","male","adult",,"Diptera","Syrphidae",2021
18662551,"26174760","5974","insect - true fly (Diptera)","Melanostoma mellinum",,"NBNSYS0000006866","Melanostoma mellinum","Melanostoma mellinum","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174759","5968","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174758","5953","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174757","5952","insect - true fly (Diptera)","Melanostoma scalare",,"NBNSYS0000006867","Melanostoma scalare","Melanostoma scalare","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174756","5947","insect - true fly (Diptera)","Melanostoma mellinum",,"NBNSYS0000006866","Melanostoma mellinum","Melanostoma mellinum","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174755","5978","insect - true fly (Diptera)","Meliscaeva cinctella",,"NBNSYS0000006934","Meliscaeva cinctella","Meliscaeva cinctella","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174754","5959","insect - true fly (Diptera)","Platycheirus albimanus",,"NBNSYS0000006871","Platycheirus albimanus","Platycheirus albimanus","1","male","adult",,"Diptera","Syrphidae",2021
18662551,"26174753","5967","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","male","adult",,"Diptera","Syrphidae",2021
18662551,"26174752","5957","insect - true fly (Diptera)","Melanostoma scalare",,"NBNSYS0000006867","Melanostoma scalare","Melanostoma scalare","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174751","5977","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174750","5969","insect - true fly (Diptera)","Meliscaeva cinctella",,"NBNSYS0000006934","Meliscaeva cinctella","Meliscaeva cinctella","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174749","5937","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174748","5989","insect - true fly (Diptera)","Meliscaeva cinctella",,"NBNSYS0000006934","Meliscaeva cinctella","Meliscaeva cinctella","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174747","5945","insect - true fly (Diptera)","Melanostoma scalare",,"NBNSYS0000006867","Melanostoma scalare","Melanostoma scalare","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174746","5964","insect - true fly (Diptera)","Meliscaeva cinctella",,"NBNSYS0000006934","Meliscaeva cinctella","Meliscaeva cinctella","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174745","5993","insect - true fly (Diptera)","Syrphus vitripennis",,"NBNSYS0000006966","Syrphus vitripennis","Syrphus vitripennis","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174744","5985","insect - true fly (Diptera)","Syrphus ribesii",,"NBNSYS0000006964","Syrphus ribesii","Syrphus ribesii","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174743","5942","insect - true fly (Diptera)","Syrphus vitripennis",,"NBNSYS0000006966","Syrphus vitripennis","Syrphus vitripennis","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174742","5950","insect - true fly (Diptera)","Eupeodes latifasciatus",,"NBNSYS0100003109","Eupeodes latifasciatus","Eupeodes latifasciatus","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174741","5930","insect - true fly (Diptera)","Melanostoma mellinum",,"NBNSYS0000006866","Melanostoma mellinum","Melanostoma mellinum","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174740","5961","insect - true fly (Diptera)","Sericomyia silentis",,"NBNSYS0000007093","Sericomyia silentis","Sericomyia silentis","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174739","5944","insect - true fly (Diptera)","Syrphus ribesii",,"NBNSYS0000006964","Syrphus ribesii","Syrphus ribesii","1","male","adult",,"Diptera","Syrphidae",2021
18662551,"26174738","5948","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174737","5960","insect - true fly (Diptera)","Sericomyia silentis",,"NBNSYS0000007093","Sericomyia silentis","Sericomyia silentis","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174736","5988","insect - true fly (Diptera)","Melanostoma mellinum",,"NBNSYS0000006866","Melanostoma mellinum","Melanostoma mellinum","1","male","adult",,"Diptera","Syrphidae",2021
18662551,"26174735","5971","insect - true fly (Diptera)","Rhingia campestris",,"NBNSYS0000007010","Rhingia campestris","Rhingia campestris","1","male","adult",,"Diptera","Syrphidae",2021
18662551,"26174734","5956","insect - true fly (Diptera)","Helophilus pendulus",,"NBNSYS0000007057","Helophilus pendulus","Helophilus pendulus","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174733","5955","insect - true fly (Diptera)","Eupeodes luniger",,"NBNSYS0000006941","Eupeodes luniger","Eupeodes luniger","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174732","5980","insect - true fly (Diptera)","Meliscaeva cinctella",,"NBNSYS0000006934","Meliscaeva cinctella","Meliscaeva cinctella","1","male","adult",,"Diptera","Syrphidae",2021
18662551,"26174731","5933","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174730","5954","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174729","5973","insect - true fly (Diptera)","Meliscaeva cinctella",,"NBNSYS0000006934","Meliscaeva cinctella","Meliscaeva cinctella","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174728","5931","insect - true fly (Diptera)","Platycheirus granditarsus",,"NBNSYS0100004762","Platycheirus granditarsus","Platycheirus granditarsus","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174727","5984","insect - true fly (Diptera)","Syrphus ribesii",,"NBNSYS0000006964","Syrphus ribesii","Syrphus ribesii","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"26174726","5976","insect - true fly (Diptera)","Meliscaeva cinctella",,"NBNSYS0000006934","Meliscaeva cinctella","Meliscaeva cinctella","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"25838014","5920","insect - true fly (Diptera)","Episyrphus balteatus","Marmalade Hoverfly","NBNSYS0000006916","Episyrphus balteatus","Episyrphus balteatus","1","female","adult",,"Diptera","Syrphidae",2021
18662551,"25838013","5919","insect - true fly (Diptera)","Episyrphus balteatus","Marmalade Hoverfly","NBNSYS0000006916","Episyrphus balteatus","Episyrphus balteatus","1","male","adult",,"Diptera","Syrphidae",2021
18662480,"26174499","5996","insect - hymenopteran","Bombus lucorum/terrestris","White/Buff-tailed Bumblebee workers","NHMSYS0020772188","Bombus lucorum/terrestris/magnus/cryptarum","Bombus lucorum/terrestris/magnus/cryptarum","1","female","adult",,"Hymenoptera","Apidae",2021
18662480,"26174498","6059","insect - true fly (Diptera)","Neoascia podagrica",,"NBNSYS0000007030","Neoascia podagrica","Neoascia podagrica","1","male","adult",,"Diptera","Syrphidae",2021
